"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.802627590E-1,-3.329300880E-1,-3.020339012E-1,5.605783463E-1,7.185506268E-1
1.827577800E-1,-3.551411629E-1,-3.056035042E-1,5.050392151E-1,6.889001060E-1
1.852528550E-1,-4.324092865E-1,-3.213291168E-1,4.653315544E-1,7.118733370E-1
1.877477030E-1,-4.111590385E-1,-3.652691841E-1,4.375519753E-1,7.027980242E-1
1.902427010E-1,-4.033026695E-1,-3.866639137E-1,2.904696465E-1,6.297099657E-1
1.927377830E-1,-5.094120502E-1,-3.477554321E-1,1.882429123E-1,6.448797342E-1
1.952328600E-1,-5.325303078E-1,-3.854274750E-1,2.322750092E-1,6.972048100E-1
1.977277080E-1,-4.980030060E-1,-4.082245827E-1,2.825365067E-1,7.031935590E-1
2.002227830E-1,-4.611151218E-1,-4.095382690E-1,2.893204689E-1,6.812158858E-1
2.027178240E-1,-5.274844170E-1,-3.463339806E-1,2.214031219E-1,6.687349091E-1
2.052126700E-1,-5.246303082E-1,-3.558516502E-1,1.994619370E-1,6.645693504E-1
2.077076680E-1,-5.782613754E-1,-3.104510307E-1,2.111315727E-1,6.894509423E-1
2.102027450E-1,-5.528957844E-1,-2.889804840E-1,3.047604561E-1,6.943215423E-1
2.126975930E-1,-5.508124828E-1,-2.730126381E-1,3.443784714E-1,7.046465946E-1
2.151926530E-1,-5.658111572E-1,-2.266788483E-1,3.517384529E-1,7.037368153E-1
2.176877300E-1,-5.567491055E-1,-1.863303185E-1,3.500175476E-1,6.835209124E-1
2.201827320E-1,-6.254799366E-1,-1.292252541E-1,2.936153412E-1,7.029468586E-1
2.226778070E-1,-5.659978390E-1,-1.378169060E-1,3.685755730E-1,6.893438955E-1
2.251726550E-1,-5.012390614E-1,-1.398267746E-1,4.109377861E-1,6.630701227E-1
2.276677450E-1,-4.167251587E-1,-1.440563202E-1,4.136400223E-1,6.045743538E-1
2.301627470E-1,-4.622900486E-1,-1.144781113E-1,3.366198540E-1,5.832068699E-1
2.326578220E-1,-4.227035046E-1,-1.070666313E-1,3.142361641E-1,5.374810537E-1
2.351525930E-1,-3.723609447E-1,-1.253905296E-1,3.240523338E-1,5.092989035E-1
2.376476680E-1,-3.836576939E-1,-1.101613045E-1,3.646402359E-1,5.406396588E-1
2.401427350E-1,-4.392232895E-1,-7.177066803E-2,2.958583832E-1,5.344158584E-1
2.426375830E-1,-4.910790920E-1,-2.603149414E-2,2.142844200E-1,5.364271861E-1
2.451326580E-1,-5.133554935E-1,-1.252985001E-2,2.324514389E-1,5.636705876E-1
2.476276600E-1,-4.607768059E-1,-4.346895218E-2,2.786316872E-1,5.402225761E-1
2.501227350E-1,-4.213473797E-1,-3.126239777E-2,2.882051468E-1,5.114422338E-1
2.526175730E-1,-3.835051060E-1,-4.159832001E-2,3.130106926E-1,4.967718593E-1
2.551126480E-1,-3.603236675E-1,-7.899856567E-2,3.419942856E-1,5.030248603E-1
2.576076500E-1,-3.977789879E-1,-1.075682640E-1,3.493943214E-1,5.402549828E-1
2.601027250E-1,-7.814891338E-1,-2.355408669E-1,5.857415199E-1,1.004638191E0
2.625975730E-1,-7.318782806E-1,-3.298969269E-1,5.569701195E-1,9.770841898E-1
2.650925520E-1,-4.149472713E-1,-4.708509445E-1,3.322772980E-1,7.101338273E-1
2.675876290E-1,-3.900535107E-1,-5.043005943E-1,3.067183495E-1,7.074863790E-1
2.700824770E-1,-5.104916096E-1,-4.670629501E-1,4.246382713E-1,8.118295045E-1
2.725775520E-1,-5.719866753E-1,-4.830732346E-1,1.853175163E-1,7.712788656E-1
2.750725540E-1,-5.194749832E-1,-5.115809441E-1,3.557777405E-2,7.299555456E-1
2.775676240E-1,-4.257264137E-1,-5.062589645E-1,-5.659008026E-2,6.638851977E-1
2.800624720E-1,-3.745422363E-1,-4.403972626E-1,-1.251382828E-1,5.915160399E-1
2.825575470E-1,-3.583045006E-1,-3.632550240E-1,-3.074007034E-1,5.956773624E-1
2.850525490E-1,-2.502975464E-1,-3.113799095E-1,-3.813328743E-1,5.522871271E-1
2.875476240E-1,-1.396851540E-1,-2.898035049E-1,-3.955097198E-1,5.098293364E-1
2.900424540E-1,-4.494524002E-2,-2.610778809E-1,-3.654856682E-1,4.513994995E-1
2.925375280E-1,4.551696777E-2,-3.246703148E-1,-2.933592796E-1,4.399343981E-1
2.950325300E-1,1.267561913E-1,-4.152402878E-1,-3.172326088E-1,5.377063852E-1
2.975273770E-1,1.659731865E-1,-5.318245888E-1,-2.537398338E-1,6.121833019E-1
3.000224520E-1,9.178495407E-2,-6.086835861E-1,-3.078045845E-1,6.882324085E-1
3.025175380E-1,-4.968595505E-2,-7.082009315E-1,-3.919467926E-1,8.109497776E-1
3.050125400E-1,-1.100826263E-1,-8.725862503E-1,-3.772110939E-1,9.569812737E-1
3.075076150E-1,-1.384568214E-1,-9.796237946E-1,-2.893466949E-1,1.030802881E0
3.100024640E-1,-1.627883911E-1,-1.031868935E0,-2.318086624E-1,1.070041501E0
3.124974620E-1,-2.185649872E-1,-1.026270866E0,-1.590814590E-1,1.061277275E0
3.149925380E-1,-2.471218109E-1,-9.341735840E-1,-1.046681404E-1,9.719593068E-1
3.174876150E-1,-2.920637131E-1,-8.092417717E-1,1.846218109E-2,8.605314112E-1
3.199824640E-1,-3.374762535E-1,-6.399912834E-1,1.990175247E-1,7.503912577E-1
3.224775390E-1,-3.823499680E-1,-4.393091202E-1,3.926668167E-1,7.024038938E-1
3.249725550E-1,-4.817733765E-1,-2.573585510E-1,5.465483665E-1,7.726927766E-1
3.274674010E-1,-5.343708992E-1,-1.003146172E-1,6.912088394E-1,8.794230723E-1
3.299623990E-1,-6.017837524E-1,2.233171463E-2,8.500547409E-1,1.041746348E0
3.324574760E-1,-6.428961754E-1,1.435551643E-1,9.724626541E-1,1.174566810E0
3.349523240E-1,-6.017780304E-1,1.749329567E-1,1.016846657E0,1.194451950E0
3.374473750E-1,-5.497183800E-1,2.060070038E-1,1.008674622E0,1.167070553E0
3.399424520E-1,-6.125831604E-1,2.841806412E-1,9.584655762E-1,1.172464509E0
3.424374540E-1,-6.649911404E-1,3.170270920E-1,8.299255371E-1,1.109727800E0
3.449325290E-1,-7.060492039E-1,3.076419830E-1,6.977639198E-1,1.039241818E0
3.474273770E-1,-7.855241299E-1,3.070478439E-1,6.340661049E-1,1.055161771E0
3.499224470E-1,-7.087812424E-1,3.037991524E-1,7.685194016E-1,1.088708797E0
3.524174490E-1,-7.013525963E-1,3.764290810E-1,7.538490295E-1,1.096304099E0
3.549125240E-1,-7.961449623E-1,4.815864563E-1,6.355714798E-1,1.126820049E0
3.574072950E-1,-7.743823528E-1,4.959416389E-1,5.506672859E-1,1.071849149E0
3.599023650E-1,-6.964955330E-1,5.099534988E-1,5.546050072E-1,1.026033777E0
3.623974420E-1,-8.111310005E-1,4.768643379E-1,7.363367081E-1,1.194790712E0
3.648922900E-1,-7.801680565E-1,4.264273643E-1,7.948880196E-1,1.192622932E0
3.673873650E-1,-5.106844902E-1,3.847303391E-1,6.372461319E-1,9.027174059E-1
3.698823530E-1,-3.509609699E-1,3.992328644E-1,5.045418739E-1,7.328867477E-1
3.723774280E-1,-2.586150169E-1,3.577189445E-1,5.302581787E-1,6.899407992E-1
3.748722760E-1,-2.810735703E-1,3.574352264E-1,5.434727669E-1,7.086077486E-1
3.773673510E-1,-4.602909088E-1,4.125580788E-1,3.192873001E-1,6.957127777E-1
3.798623530E-1,-5.868377686E-1,4.127612114E-1,2.365155220E-1,7.554402534E-1
3.823571700E-1,-6.257524490E-1,3.756866455E-1,2.326273918E-1,7.660431362E-1
3.848522450E-1,-6.571905613E-1,3.476996422E-1,2.173995972E-1,7.746335004E-1
3.873472470E-1,-6.641194820E-1,2.993416786E-1,1.361951828E-1,7.410865366E-1
3.898423220E-1,-6.777842045E-1,2.946486473E-1,8.027648926E-2,7.434067312E-1
3.923371700E-1,-6.779615879E-1,2.599401474E-1,2.679491043E-2,7.265801829E-1
3.948322350E-1,-6.691660881E-1,2.559275627E-1,-9.734153748E-3,7.165032621E-1
3.973272370E-1,-6.616537571E-1,2.393946648E-1,-2.845382690E-2,7.042053110E-1
3.998223120E-1,-6.363523006E-1,2.425317764E-1,-3.082513809E-2,6.817008891E-1
4.023171600E-1,-6.104996204E-1,2.667460442E-1,-7.587146759E-2,6.705368880E-1
4.048122160E-1,-5.767471790E-1,2.408342361E-1,-9.308624268E-2,6.319046498E-1
4.073072180E-1,-5.375840664E-1,2.292070389E-1,-3.306055069E-2,5.853422034E-1
4.098022930E-1,-4.931814671E-1,2.222929001E-1,-1.045131683E-2,5.410649895E-1
4.122971410E-1,-4.387047291E-1,1.818590164E-1,1.265144348E-2,4.750732577E-1
4.147922160E-1,-4.133870602E-1,1.354990005E-1,6.880998611E-2,4.404357556E-1
4.172872180E-1,-3.776495457E-1,7.082843781E-2,7.861900330E-2,3.921948427E-1
4.197820640E-1,-3.247539997E-1,-2.747535706E-2,8.257150650E-2,3.362114056E-1
4.222771390E-1,-2.698507309E-1,-1.461510658E-1,9.041595459E-2,3.199290482E-1
4.247722160E-1,-2.207453251E-1,-2.261357307E-1,1.678967476E-1,3.578479916E-1
4.272672180E-1,-1.507229805E-1,-2.872352600E-1,2.132105827E-1,3.881755583E-1
4.297620690E-1,-9.254503250E-2,-3.506536484E-1,3.447394371E-1,5.003677084E-1
4.322571440E-1,-5.102157593E-2,-3.836045265E-1,4.636859894E-1,6.039539144E-1
4.347522210E-1,-7.918262482E-2,-3.718996048E-1,5.418539047E-1,6.619553294E-1
4.372472230E-1,-6.610965729E-2,-3.219118118E-1,4.982089996E-1,5.968332336E-1
4.397422980E-1,-8.222913742E-2,-2.926959991E-1,5.026798248E-1,5.874687951E-1
4.422371800E-1,-9.356737137E-2,-3.022031784E-1,4.649982452E-1,5.624099769E-1
4.447321780E-1,-8.567190170E-2,-3.137497902E-1,4.894022942E-1,5.876165511E-1
4.472272550E-1,-9.533643723E-2,-3.375420570E-1,3.910140991E-1,5.252767863E-1
4.497221030E-1,-5.069351196E-2,-3.526096344E-1,3.303823471E-1,4.858558240E-1
4.522171010E-1,-7.910203934E-2,-3.597583771E-1,3.344621658E-1,4.975421217E-1
4.547121970E-1,-6.984567642E-2,-3.813328743E-1,2.512230873E-1,4.619591098E-1
4.572072740E-1,-5.030584335E-2,-3.739585876E-1,2.566633224E-1,4.563461014E-1
4.597021220E-1,-3.816032410E-2,-3.878893852E-1,2.829422951E-1,4.816333957E-1
4.621971970E-1,-9.093427658E-2,-3.895769119E-1,3.614530563E-1,5.391544537E-1
4.646921990E-1,-2.146747112E-1,-4.086265564E-1,1.408143520E0,1.481866751E0
4.671872740E-1,-2.096161842E-1,-3.340716362E-1,1.224394321E0,1.286345310E0
4.696821220E-1,-1.224708557E-1,-3.091015816E-1,3.682713509E-1,4.961518781E-1
4.721771200E-1,-1.623725891E-2,-3.459181786E-1,1.732845306E-1,3.872345070E-1
4.746719680E-1,3.156900406E-2,-3.952312469E-1,3.492631912E-1,5.283834946E-1
4.771670430E-1,5.116319656E-2,-4.081783295E-1,4.988293648E-1,6.465740147E-1
4.796621490E-1,6.523275375E-2,-3.833737373E-1,4.885625839E-1,6.244390547E-1
4.821571510E-1,8.614921570E-2,-3.394041061E-1,3.542633057E-1,4.981157741E-1
4.846522260E-1,1.424250603E-1,-3.486194611E-1,3.354058266E-1,5.042990134E-1
4.871470740E-1,2.217001915E-1,-3.619589806E-1,3.000841141E-1,5.198228102E-1
4.896421490E-1,3.461074829E-1,-3.322825432E-1,1.790122986E-1,5.121010460E-1
4.921371660E-1,4.423818588E-1,-2.882175446E-1,-3.750038147E-2,5.293178068E-1
4.946322410E-1,4.953055382E-1,-2.387371063E-1,-2.422528267E-1,6.008405896E-1
4.971270890E-1,5.157747269E-1,-2.119264603E-1,-3.796825409E-1,6.746074602E-1
4.996220870E-1,5.699267387E-1,-2.355713844E-1,-5.507416725E-1,8.268172437E-1
5.021171640E-1,8.083829880E-1,-6.673040390E-1,-6.525497437E-1,1.234746494E0
5.046120210E-1,9.589786530E-1,-1.005922794E0,-7.641572952E-1,1.586019261E0
5.071070960E-1,9.680352211E-1,-1.188329220E0,-8.715558052E-1,1.763186900E0
5.096020980E-1,8.867397308E-1,-1.341053963E0,-9.331078529E-1,1.858876905E0
5.120971730E-1,8.179321289E-1,-1.451563358E0,-9.991102219E-1,1.942748153E0
5.145920120E-1,7.971191406E-1,-1.515405178E0,-1.065880775E0,2.016916856E0
5.170870860E-1,7.779870033E-1,-1.562108517E0,-1.100826740E0,2.063314399E0
5.195820880E-1,7.592992783E-1,-1.592157364E0,-1.155619144E0,2.108780708E0
5.220771630E-1,7.441806793E-1,-1.569234371E0,-1.229805470E0,2.128079624E0
5.245720120E-1,7.136139870E-1,-1.513379574E0,-1.285558701E0,2.110029343E0
5.270671010E-1,6.531696320E-1,-1.428411961E0,-1.374751091E0,2.087326486E0
5.295621030E-1,6.106734276E-1,-1.365959644E0,-1.492341518E0,2.113256017E0
5.320569500E-1,5.847020149E-1,-1.271254539E0,-1.600532532E0,2.125951301E0
5.345520250E-1,5.283842087E-1,-1.200928688E0,-1.656965733E0,2.113517217E0
5.370470270E-1,4.885773659E-1,-1.121636868E0,-1.742561340E0,2.129154088E0
5.395420960E-1,4.034600258E-1,-1.056428432E0,-1.734902382E0,2.070919433E0
5.420369450E-1,3.766369820E-1,-9.744033813E-1,-1.686282158E0,1.983649385E0
5.445320200E-1,3.035221100E-1,-8.663420677E-1,-1.498741150E0,1.757526467E0
5.470270220E-1,2.339911461E-1,-8.161926270E-1,-1.430037975E0,1.663108797E0
5.495220830E-1,1.779651642E-1,-7.512798309E-1,-1.424457073E0,1.620237926E0
5.520169310E-1,2.145433426E-1,-7.250247002E-1,-1.304938793E0,1.508162762E0
5.545120060E-1,2.363429070E-1,-7.100443840E-1,-1.253398895E0,1.459804709E0
5.570070080E-1,2.542219162E-1,-7.269306183E-1,-1.254848003E0,1.472311250E0
5.595018540E-1,2.509689331E-1,-7.748146057E-1,-1.244201660E0,1.487064508E0
5.619969330E-1,2.083659172E-1,-7.912855148E-1,-1.281195164E0,1.520200700E0
5.644920100E-1,2.262897491E-1,-8.101401329E-1,-1.165637493E0,1.437443860E0
5.669870120E-1,2.789273262E-1,-8.397474289E-1,-1.080741405E0,1.396774206E0
5.694820870E-1,3.414225578E-1,-8.922128677E-1,-1.008312702E0,1.388995201E0
5.719769350E-1,4.483342171E-1,-9.029231071E-1,-9.067664146E-1,1.355912622E0
5.744720150E-1,5.112967491E-1,-9.548635483E-1,-7.844810486E-1,1.337385239E0
5.769670170E-1,6.129777431E-1,-1.009252548E0,-7.224640846E-1,1.384300102E0
5.794620920E-1,7.207920551E-1,-1.004503250E0,-6.531367302E-1,1.398268771E0
5.819569400E-1,7.844834328E-1,-1.057411194E0,-5.479474068E-1,1.426106255E0
5.844520150E-1,8.587574959E-1,-1.021398544E0,-5.300765038E-1,1.435862292E0
5.869470170E-1,7.764573097E-1,-1.155143738E0,-5.161356926E-1,1.484465918E0
5.894418630E-1,6.307539940E-1,-1.387322903E0,-2.987561226E-1,1.552987655E0
5.919369380E-1,4.574129581E-1,-1.253044128E0,-3.131456375E-1,1.370184802E0
5.944319400E-1,4.460763931E-2,-1.014688492E0,-3.766989708E-1,1.083274984E0
5.969267860E-1,-3.495035172E-1,-7.431969643E-1,-4.386835098E-1,9.310948706E-1
5.994218710E-1,-8.313055038E-1,-4.362368584E-1,-3.861465454E-1,1.015125900E0
6.019169480E-1,-1.290638447E0,1.194477081E-3,-2.516465187E-1,1.314942964E0
6.044119500E-1,-1.755576730E0,5.406584740E-1,-8.496856689E-2,1.838907528E0
6.069070250E-1,-1.828346848E0,1.296886921E0,-4.565429688E-2,2.242064272E0
6.094018820E-1,-2.217797518E0,1.701025486E0,2.912592888E-1,2.810150442E0
6.118969570E-1,-2.609824419E0,1.966886044E0,4.955224991E-1,3.305354255E0
6.143919590E-1,-3.182893515E0,2.256879807E0,5.602521896E-1,3.941852369E0
6.168868050E-1,-3.717491865E0,2.666142464E0,3.303766251E-1,4.586633855E0
6.193818800E-1,-3.795005322E0,3.056439400E0,1.087031364E-1,4.873982311E0
6.218768680E-1,-3.421867132E0,3.394085884E0,2.106823921E-1,4.824249240E0
6.243719430E-1,-3.078338385E0,3.581109524E0,6.351327896E-1,4.764861624E0
6.268667910E-1,-3.092071772E0,3.932084560E0,1.232933998E0,5.151924211E0
6.293618660E-1,-3.251910925E0,4.318498611E0,1.831059933E0,5.707638338E0
6.318568680E-1,-2.795595169E0,4.090215683E0,2.129877567E0,5.392735404E0
6.343519370E-1,-1.824862361E0,3.101240635E0,2.395843029E0,4.322948060E0
6.368467850E-1,-7.443485260E-1,1.647842884E0,2.390290260E0,2.997153387E0
6.393418600E-1,-1.133205891E-1,3.796405792E-1,2.018280506E0,2.056799632E0
6.418368620E-1,5.066061020E-2,-4.008126259E-1,1.591942787E0,1.642406495E0
6.443317080E-1,-1.490211487E-1,-5.893931389E-1,1.215800285E0,1.359324063E0
6.468267730E-1,-5.116064548E-1,-4.277048111E-1,6.704468727E-1,9.456064611E-1
6.493217750E-1,-6.294555664E-1,-1.512317657E-1,3.220257759E-1,7.230393886E-1
6.518168500E-1,-7.970266342E-1,2.705116272E-1,-1.075859070E-1,8.485297422E-1
6.543116980E-1,-8.418829441E-1,6.550364494E-1,-4.310817719E-1,1.150509077E0
6.568067730E-1,-7.058157921E-1,8.985128403E-1,-5.731487274E-1,1.278280376E0
6.593017750E-1,-4.656147957E-1,9.397764206E-1,-7.404294014E-1,1.283827308E0
6.617968500E-1,-2.669258118E-1,8.255782127E-1,-9.118041992E-1,1.258656296E0
6.642916980E-1,-1.009783745E-1,6.518673897E-1,-1.035839558E0,1.228043694E0
6.667867730E-1,6.193876266E-3,5.194702148E-1,-1.073943138E0,1.192996870E0
6.692817750E-1,5.398035049E-3,4.563136101E-1,-9.802317619E-1,1.081251847E0
6.717768420E-1,-6.101417542E-2,4.781622887E-1,-6.805496216E-1,8.339722366E-1
6.742716900E-1,-1.089227200E-1,4.655799866E-1,-6.872377396E-1,8.372123945E-1
6.767666880E-1,-1.593480110E-1,4.069967270E-1,-4.958791733E-1,6.610100445E-1
6.792617650E-1,-1.410791874E-1,3.341593742E-1,-2.686944008E-1,4.514006043E-1
6.817566130E-1,-1.252119541E-1,3.652210236E-1,-2.085161209E-2,3.866512889E-1
6.842517060E-1,7.498502731E-3,3.525648117E-1,2.863221169E-1,4.542450094E-1
6.867467830E-1,9.937024117E-2,4.936499596E-1,5.143837929E-1,7.198301284E-1
6.892417850E-1,2.407650948E-1,6.634459496E-1,8.852515221E-1,1.132165454E0
6.917368600E-1,3.707835674E-1,6.358590126E-1,1.140335083E0,1.357262406E0
6.942317080E-1,4.758973122E-1,4.044647217E-1,1.402776241E0,1.535529598E0
6.967267830E-1,5.114467144E-1,2.525563240E-1,1.616439342E0,1.714129104E0
6.992215540E-1,5.765514374E-1,5.175781250E-2,1.718629837E0,1.813499090E0
7.017166290E-1,5.757215023E-1,-1.013126373E-1,1.835694790E0,1.926524036E0
7.042116290E-1,5.888838768E-1,-1.590476036E-1,2.041837215E0,2.131004358E0
7.067066880E-1,6.099476814E-1,-1.934838295E-1,2.066863537E0,2.163653634E0
7.092017650E-1,4.043447971E-1,-5.785131454E-2,8.644757271E-1,9.561170285E-1
7.116966130E-1,5.692291260E-2,-1.092243195E-1,1.016755104E-1,1.597124897E-1
7.141916880E-1,-1.180567741E-1,-2.709589005E-1,2.400465012E-1,3.807603582E-1
7.166866900E-1,3.099036217E-2,-5.387802124E-1,4.715514183E-1,7.166625844E-1
7.191817650E-1,5.444636345E-1,-6.687421799E-1,7.498459816E-1,1.142771083E0
7.216766130E-1,1.361609221E0,-4.346332550E-1,1.300627232E0,1.932489827E0
7.241716880E-1,1.999314070E0,-2.082629204E-1,1.820313454E0,2.711857530E0
7.266664600E-1,2.474379778E0,1.496157646E-1,2.494188786E0,3.516520704E0
7.291615470E-1,2.914511919E0,4.023060799E-1,2.907303333E0,4.136259491E0
7.316566240E-1,3.220904827E0,5.729961395E-1,3.242226124E0,4.605929083E0
7.341516260E-1,3.320243359E0,6.545405388E-1,3.565129280E0,4.915545347E0
7.366467010E-1,3.299016476E0,6.635503769E-1,4.049333572E0,5.265065165E0
7.391415500E-1,3.159734249E0,5.381159782E-1,4.195134163E0,5.279454515E0
7.416366290E-1,2.927948952E0,3.231229782E-1,4.042579651E0,5.001973986E0
7.441316310E-1,2.700634956E0,-3.863716125E-2,3.880406380E0,4.727840487E0
7.466267060E-1,2.511183739E0,-4.425539970E-1,3.795970917E0,4.572886726E0
7.491215550E-1,2.190965176E0,-8.092119694E-1,3.770989895E0,4.435709323E0
7.516165530E-1,1.847713470E0,-1.046694994E0,3.653157711E0,4.225538633E0
7.541116190E-1,1.448489666E0,-1.135744095E0,3.484106541E0,3.940435934E0
7.566064680E-1,1.157873631E0,-1.142632484E0,3.409505367E0,3.777698663E0
7.591015430E-1,9.305667877E-1,-1.071691275E0,3.631493568E0,3.899002728E0
7.615965450E-1,8.117995262E-1,-1.153537750E0,3.385935783E0,3.668000674E0
7.640916190E-1,7.059621811E-1,-1.230031729E0,3.185347080E0,3.486803217E0
7.665864920E-1,7.162919044E-1,-1.386463642E0,3.128574371E0,3.496188370E0
7.690815670E-1,9.791760445E-1,-1.486560345E0,2.874748230E0,3.381246038E0
7.715765690E-1,1.228409767E0,-1.620437622E0,2.693912029E0,3.375199352E0
7.740716440E-1,1.435516834E0,-1.593117952E0,2.488241673E0,3.284825720E0
7.765664920E-1,1.534219265E0,-1.651740074E0,2.355480671E0,3.260423779E0
