"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.934756570E-1,3.734513760E0,-1.437168121E0,2.804446220E-1,4.011320782E0
1.959704290E-1,3.729274988E0,-1.218001366E0,5.655279160E-1,3.963690337E0
1.984654270E-1,3.549200296E0,-1.093013287E0,7.646822929E-1,3.791601218E0
2.009602850E-1,3.353188276E0,-1.180871487E0,9.576449394E-1,3.681767634E0
2.034552830E-1,3.146195889E0,-1.326354980E0,1.161914825E0,3.606634465E0
2.059503600E-1,3.077379942E0,-1.585827827E0,1.408573151E0,3.737538699E0
2.084452080E-1,3.022412300E0,-1.845581055E0,1.704656124E0,3.930266917E0
2.109402060E-1,2.961011887E0,-2.059057236E0,2.082012177E0,4.164382643E0
2.134350390E-1,2.880406380E0,-2.119921684E0,2.443359852E0,4.331375789E0
2.159300370E-1,2.699520588E0,-1.945485115E0,2.806605339E0,4.353085948E0
2.184248850E-1,2.388557911E0,-1.568056107E0,3.049883366E0,4.179210140E0
2.209198830E-1,2.034137726E0,-1.199130535E0,3.325299263E0,4.078387612E0
2.234147310E-1,1.764145136E0,-8.582577705E-1,3.559978962E0,4.064758870E0
2.259097440E-1,1.646986723E0,-6.614875793E-1,3.872374058E0,4.259743176E0
2.284045930E-1,1.685137987E0,-5.451383591E-1,4.187583923E0,4.546726843E0
2.308995910E-1,1.872465611E0,-4.824314117E-1,4.531281948E0,4.926599600E0
2.333946670E-1,2.197239876E0,-5.079936981E-1,4.937867641E0,5.428485748E0
2.358894390E-1,2.540149689E0,-5.623974800E-1,5.298593521E0,5.902859025E0
2.383845140E-1,2.902799368E0,-6.242523193E-1,5.613097668E0,6.350023666E0
2.408792850E-1,3.271637678E0,-7.057147026E-1,5.959783077E0,6.835251324E0
2.433743600E-1,3.546659946E0,-7.605133057E-1,6.259539127E0,7.234570295E0
2.458692080E-1,3.790557623E0,-7.401800156E-1,6.591265202E0,7.639435222E0
2.483642060E-1,3.975161314E0,-6.853065491E-1,6.941642284E0,8.028570866E0
2.508590540E-1,4.185034752E0,-6.009836197E-1,7.309403896E0,8.444115259E0
2.533540520E-1,4.304347992E0,-5.262827873E-1,7.602838516E0,8.752573262E0
2.558488230E-1,4.402064800E0,-5.032639503E-1,7.874744415E0,9.035654305E0
2.583436680E-1,4.541012287E0,-4.669852257E-1,8.104527473E0,9.301732815E0
2.608387150E-1,4.601557732E0,-5.085825920E-1,8.291175842E0,9.496135354E0
2.633337150E-1,4.730455875E0,-6.062564850E-1,8.399008751E0,9.658576899E0
2.658285640E-1,4.804300308E0,-6.970267296E-1,8.403789520E0,9.705195826E0
2.683235620E-1,4.671240330E0,-6.778922081E-1,8.467567444E0,9.694313925E0
2.708184100E-1,4.529098034E0,-6.206068993E-1,8.491384506E0,9.643728157E0
2.733134370E-1,4.355238914E0,-6.267890930E-1,8.504259109E0,9.575144572E0
2.758082850E-1,4.245052338E0,-6.164336205E-1,8.387053490E0,9.420356999E0
2.783032830E-1,4.098641396E0,-6.719388962E-1,8.305603027E0,9.286194313E0
2.807981310E-1,4.024600029E0,-6.975455284E-1,8.120412827E0,9.089833862E0
2.832931290E-1,3.939116001E0,-7.667412758E-1,8.031661034E0,8.978424473E0
2.857879720E-1,3.872115612E0,-7.683119774E-1,7.845391273E0,8.782582015E0
2.882830470E-1,3.781939507E0,-8.424196243E-1,7.736312389E0,8.652356132E0
2.907780490E-1,3.730831146E0,-7.850046158E-1,7.599057674E0,8.501823971E0
2.932728950E-1,3.680527687E0,-8.059873581E-1,7.606045723E0,8.488099388E0
2.957678930E-1,3.699310780E0,-7.866444588E-1,7.452712536E0,8.357429862E0
2.982626740E-1,3.736951351E0,-8.402280807E-1,7.460037231E0,8.385877660E0
3.007577490E-1,3.803868294E0,-7.707715034E-1,7.375691891E0,8.334526596E0
3.032525200E-1,3.896262169E0,-8.081836700E-1,7.308395386E0,8.321457976E0
3.057475950E-1,4.054043293E0,-7.697544098E-1,7.140038967E0,8.246692993E0
3.082424430E-1,4.176373959E0,-8.234562874E-1,7.022296906E0,8.211749724E0
3.107374510E-1,4.300203323E0,-7.609953880E-1,6.789878368E0,8.072998877E0
3.132322990E-1,4.381223679E0,-8.408417702E-1,6.609574795E0,7.974246972E0
3.157272970E-1,4.455924511E0,-8.473110199E-1,6.237173080E0,7.712037814E0
3.182221450E-1,4.519362926E0,-9.839305878E-1,5.936567783E0,7.525662609E0
3.207171720E-1,4.624824524E0,-1.066183567E0,5.543120861E0,7.297392559E0
3.232120200E-1,4.710731506E0,-1.265092850E0,5.313052177E0,7.212487413E0
3.257070180E-1,4.825047016E0,-1.321282387E0,5.058463097E0,7.114415981E0
3.282018670E-1,4.910676956E0,-1.458140373E0,5.075221062E0,7.211018676E0
3.306968650E-1,4.992094994E0,-1.460296631E0,5.072602272E0,7.265312965E0
3.331917080E-1,5.023000240E0,-1.554415703E0,5.275432587E0,7.448283599E0
3.356867060E-1,5.041296959E0,-1.531683445E0,5.401779652E0,7.545856652E0
3.381815540E-1,5.128031731E0,-1.617086887E0,5.686058998E0,7.825787268E0
3.406765520E-1,5.172482014E0,-1.625296116E0,5.912439346E0,8.022038187E0
3.431716290E-1,5.203788757E0,-1.754675388E0,6.306098461E0,8.362127777E0
3.456664770E-1,5.220252991E0,-1.768027306E0,6.566502094E0,8.572975656E0
3.481614750E-1,5.238106728E0,-1.899071217E0,6.954598427E0,8.911266625E0
3.506563230E-1,5.278762817E0,-1.974401951E0,7.168927193E0,9.119052420E0
3.531513210E-1,5.549592495E0,-2.321077824E0,7.337064743E0,9.487776250E0
3.556461780E-1,6.032576084E0,-2.865081787E0,7.400599957E0,9.968427538E0
3.581411760E-1,6.032050133E0,-2.749289036E0,7.562841892E0,1.005687807E1
3.606360240E-1,5.851568222E0,-2.511581421E0,7.732295990E0,1.001685046E1
3.631310220E-1,5.615056038E0,-2.354949951E0,7.942992687E0,1.000828539E1
3.656257940E-1,5.360518456E0,-2.127300739E0,7.985338688E0,9.850187841E0
3.681208690E-1,5.265690804E0,-2.148591995E0,8.123691559E0,9.916567538E0
3.706157170E-1,5.240648270E0,-2.271454811E0,8.225381851E0,1.001403055E1
3.731107150E-1,5.137096405E0,-2.366678715E0,8.149511337E0,9.919952754E0
3.756055630E-1,5.101277351E0,-2.632872581E0,8.167097092E0,9.982811405E0
3.781005610E-1,4.947666168E0,-2.789913177E0,7.996077061E0,9.808173347E0
3.805954140E-1,4.762962341E0,-2.943879604E0,7.850914478E0,9.643085374E0
3.830904120E-1,4.653485775E0,-3.154942036E0,7.820672035E0,9.631796312E0
3.855852600E-1,4.429635525E0,-3.234766483E0,7.615199089E0,9.384915676E0
3.880802580E-1,4.377190590E0,-3.453964710E0,7.529806137E0,9.369506398E0
3.905751060E-1,4.362967491E0,-3.677282333E0,7.401985645E0,9.345976791E0
3.930701240E-1,4.198817730E0,-3.742723465E0,7.129788876E0,9.081406206E0
3.955651260E-1,4.109383106E0,-3.848963261E0,6.899400234E0,8.905238418E0
3.980599730E-1,4.113432884E0,-4.037928581E0,6.838354111E0,8.943616956E0
4.005549710E-1,4.035580158E0,-4.128815174E0,6.615314484E0,8.780399061E0
4.030498190E-1,4.053816795E0,-4.248958588E0,6.636496067E0,8.861724422E0
4.055448410E-1,3.948550224E0,-4.277580738E0,6.441926956E0,8.682578462E0
4.080396890E-1,3.939348221E0,-4.404337883E0,6.456798077E0,8.752536661E0
4.105346870E-1,3.862521410E0,-4.397646427E0,6.277350426E0,8.582743973E0
4.130295350E-1,3.849203110E0,-4.468460560E0,6.302423477E0,8.631572628E0
4.155245330E-1,3.791332483E0,-4.524381161E0,6.352751732E0,8.671890305E0
4.180194010E-1,3.706455946E0,-4.561993599E0,6.140521526E0,8.500329752E0
4.205143990E-1,3.694067955E0,-4.689034462E0,5.917580605E0,8.405411498E0
4.230092470E-1,3.843274593E0,-4.969795227E0,5.921853065E0,8.633537394E0
4.255042450E-1,3.770010233E0,-5.105871201E0,5.730725288E0,8.551263661E0
4.279990940E-1,3.781208754E0,-5.289919853E0,5.714097977E0,8.656310264E0
4.304941060E-1,3.617404938E0,-5.311937332E0,5.392998219E0,8.389679761E0
4.329889540E-1,3.630235672E0,-5.467515469E0,5.240306377E0,8.398401477E0
4.354839520E-1,3.838762522E0,-5.912990570E0,4.751534462E0,8.501566616E0
4.379788000E-1,3.960314989E0,-6.020537853E0,4.658807755E0,8.581110683E0
4.404737840E-1,3.567121506E0,-5.750967026E0,4.408134460E0,8.076486055E0
4.429686320E-1,3.335161686E0,-5.543777466E0,4.330390930E0,7.785181929E0
4.454636300E-1,3.039500237E0,-5.398822308E0,4.002779961E0,7.376184068E0
4.479584780E-1,2.983858109E0,-5.364663601E0,3.848005295E0,7.245009973E0
4.504534760E-1,2.918582916E0,-5.428836346E0,3.732139587E0,7.205501801E0
4.529485720E-1,2.534463882E0,-5.348365307E0,3.415019989E0,6.833072526E0
4.554434200E-1,2.347011566E0,-5.430976868E0,3.291666269E0,6.770453445E0
4.579384180E-1,2.058740616E0,-5.602330208E0,2.958958626E0,6.661828040E0
4.604332660E-1,1.815906286E0,-5.832062721E0,2.656690598E0,6.660966608E0
4.629282640E-1,1.760254860E0,-6.073958874E0,2.609226942E0,6.841018843E0
4.654230980E-1,1.435804605E0,-6.209834576E0,2.438586712E0,6.824242483E0
4.679180960E-1,1.271154046E0,-6.270672798E0,2.441456318E0,6.848202604E0
4.704129440E-1,9.885326028E-1,-6.224911213E0,2.489878654E0,6.776888079E0
4.729079420E-1,4.493106604E-1,-6.112953186E0,2.288496494E0,6.542728248E0
4.754027900E-1,1.976668239E-1,-6.093533516E0,2.308609009E0,6.519194616E0
4.778977980E-1,-4.941499233E-2,-6.275454044E0,2.124445915E0,6.625483813E0
4.803926460E-1,2.450251579E-2,-6.634531975E0,1.944251060E0,6.913590029E0
4.828876440E-1,-7.543921471E-2,-6.388465881E0,2.108528376E0,6.727858449E0
4.853824920E-1,-6.944395304E-1,-5.895545959E0,2.108251333E0,6.299558088E0
4.878774900E-1,-1.002367020E0,-5.331331730E0,2.308644772E0,5.895564293E0
4.903723380E-1,-1.268246293E0,-5.063404083E0,2.312053680E0,5.708949272E0
4.928673360E-1,-1.263373971E0,-4.973412514E0,2.431063175E0,5.678117116E0
4.953621850E-1,-9.400341511E-1,-5.098381996E0,2.613269806E0,5.805716344E0
4.978571830E-1,-8.537748456E-1,-5.314366817E0,2.500798464E0,5.935100598E0
5.003520160E-1,-5.179076195E-1,-5.538260937E0,2.588966846E0,6.135414561E0
5.028470140E-1,-4.029264152E-1,-5.754253387E0,2.547708750E0,6.305917984E0
5.053418620E-1,-3.208112121E-1,-5.883246422E0,2.478437424E0,6.392038826E0
5.078369370E-1,-1.406729221E-2,-5.968616962E0,2.552126884E0,6.491374120E0
5.103319390E-1,-1.430123448E-1,-5.949563026E0,2.426946402E0,6.427116116E0
5.128267660E-1,-6.180077791E-2,-5.881036282E0,2.510311127E0,6.394690691E0
5.153217640E-1,-2.646678090E-1,-5.824034691E0,2.395181417E0,6.302882131E0
5.178166120E-1,-2.407796383E-1,-5.773713589E0,2.428468704E0,6.268269593E0
5.203116100E-1,-4.245698452E-1,-5.836709023E0,2.263266325E0,6.274536335E0
5.228064580E-1,-3.836684227E-1,-5.900832176E0,2.234754086E0,6.321483026E0
5.253014700E-1,-3.499503136E-1,-6.001447678E0,2.207415819E0,6.404102127E0
5.277963190E-1,-5.439233780E-1,-6.142436981E0,1.963237762E0,6.471451709E0
5.302913170E-1,-7.597795725E-1,-6.209470749E0,1.690133810E0,6.480072860E0
5.327861650E-1,-7.885624170E-1,-6.175427914E0,1.630646110E0,6.435584460E0
5.352812400E-1,-1.085347295E0,-6.137445450E0,1.450552583E0,6.399243564E0
5.377760070E-1,-1.189700842E0,-6.022968292E0,1.302104712E0,6.275907251E0
5.402710050E-1,-1.632394314E0,-5.934987068E0,9.820903540E-1,6.233240262E0
5.427658530E-1,-1.806370020E0,-5.778841972E0,8.762308359E-1,6.117660310E0
5.452608510E-1,-2.097541094E0,-5.735618591E0,6.173208952E-1,6.138247661E0
5.477556990E-1,-2.144784212E0,-5.623615265E0,4.895325303E-1,6.038608289E0
5.502507880E-1,-2.371641159E0,-5.527299404E0,2.547446489E-1,6.020017884E0
5.527457900E-1,-2.120352745E0,-5.296506405E0,2.295948267E-1,5.709780175E0
5.552405590E-1,-1.963249445E0,-5.162057400E0,-7.186532021E-3,5.522792466E0
5.577356340E-1,-1.623577356E0,-4.997707367E0,-6.935679913E-2,5.255272850E0
5.602304820E-1,-1.584603071E0,-4.939437389E0,-2.030004263E-1,5.191359917E0
5.627252570E-1,-1.382652044E0,-4.851515770E0,-1.890572309E-1,5.048234798E0
5.652203320E-1,-1.397666216E0,-4.834151745E0,-2.827395201E-1,5.040082894E0
5.677153320E-1,-1.253240824E0,-4.760560036E0,-2.947576046E-1,4.931574440E0
5.702101800E-1,-1.190387249E0,-4.657283306E0,-3.157331944E-1,4.817364118E0
5.727051780E-1,-1.366003752E0,-4.623631001E0,-4.302082062E-1,4.840352154E0
5.752000400E-1,-1.311511040E0,-4.473784447E0,-4.351414442E-1,4.682323842E0
5.776950380E-1,-1.145146608E0,-4.432130814E0,-4.724522829E-1,4.601994727E0
5.801898860E-1,-7.301619053E-1,-4.366650581E0,-5.249691010E-1,4.458291855E0
5.826848840E-1,-8.642904758E-1,-4.291273117E0,-5.060420036E-1,4.406597497E0
5.851797320E-1,-1.418459415E0,-4.350296497E0,-2.893767357E-1,4.584849575E0
5.876747730E-1,-1.774481773E0,-4.376775742E0,-1.228830814E-1,4.724410197E0
5.901696210E-1,-2.216476440E0,-4.503696442E0,-2.298893929E-1,5.024828214E0
5.926646960E-1,-2.410041332E0,-4.552769184E0,-2.322318554E-1,5.156543232E0
5.951596980E-1,-2.707184315E0,-4.682995796E0,-2.906544209E-1,5.416989619E0
5.976545450E-1,-2.765083790E0,-4.697670937E0,-1.907908916E-1,5.454374552E0
6.001493100E-1,-2.904227734E0,-4.735497475E0,-1.430931091E-1,5.556973160E0
6.026443850E-1,-2.873199463E0,-4.543289185E0,-2.181959152E-2,5.375614185E0
6.051391560E-1,-3.038042545E0,-4.466226578E0,1.524822712E-1,5.403714759E0
6.076342310E-1,-3.079600334E0,-4.368432999E0,4.073413610E-1,5.360323877E0
6.101292310E-1,-3.292520046E0,-4.497410774E0,6.030460596E-1,5.606340739E0
6.126240740E-1,-3.415729523E0,-4.468451500E0,7.225779295E-1,5.670660089E0
6.151190720E-1,-3.745337009E0,-4.450426102E0,7.112393379E-1,5.860008805E0
6.176139200E-1,-3.820385933E0,-4.389035225E0,7.562299967E-1,5.867781752E0
6.201089180E-1,-3.957886696E0,-4.498191357E0,7.507497072E-1,6.038395292E0
6.226037420E-1,-3.900474072E0,-4.521661758E0,7.503603697E-1,6.018485169E0
6.250987400E-1,-4.079577446E0,-4.489095688E0,6.137892008E-1,6.096857339E0
6.275935890E-1,-4.105723381E0,-4.305623055E0,6.049569845E-1,5.980077535E0
6.300885870E-1,-4.233304977E0,-4.238676071E0,5.676833391E-1,6.017433859E0
6.325834350E-1,-4.240683556E0,-4.138739586E0,5.857332945E-1,5.954464365E0
6.350784470E-1,-4.313616753E0,-4.198656559E0,6.154043674E-1,6.051010571E0
6.375732950E-1,-4.329326153E0,-4.069215775E0,5.747882128E-1,5.969251498E0
6.400682930E-1,-4.438914776E0,-3.991630316E0,5.067031384E-1,5.991145553E0
6.425631410E-1,-4.368183136E0,-3.897504568E0,4.847786427E-1,5.874229830E0
6.450581390E-1,-4.344524384E0,-3.943956375E0,4.119386673E-1,5.882123551E0
6.475529920E-1,-4.146436691E0,-3.837548971E0,4.045538902E-1,5.664219557E0
6.500480670E-1,-3.974933624E0,-3.766542673E0,6.907008886E-1,5.519421051E0
6.525430690E-1,-3.705272675E0,-3.706135273E0,3.499543667E-1,5.252328275E0
6.550379150E-1,-3.778288364E0,-3.543140650E0,-6.185603142E-2,5.180070926E0
6.575329130E-1,-3.825696468E0,-3.288615227E0,-3.789107800E-1,5.059102386E0
6.600277460E-1,-3.882190704E0,-3.219224215E0,-6.388111115E-1,5.083590153E0
6.625225160E-1,-3.777796268E0,-3.166186333E0,-8.488121033E-1,5.001695965E0
6.650175910E-1,-3.698805809E0,-3.215758562E0,-1.061828613E0,5.014952397E0
6.675123620E-1,-3.495182991E0,-3.157842398E0,-1.304176807E0,4.887652800E0
6.700074370E-1,-3.386152744E0,-3.071589470E0,-1.629199266E0,4.853347559E0
6.725024370E-1,-3.314337730E0,-2.798712254E0,-1.962980509E0,4.761398676E0
6.749972850E-1,-3.322173595E0,-2.599180698E0,-2.222948790E0,4.768026743E0
6.774922830E-1,-3.219341755E0,-2.402351379E0,-2.449486017E0,4.704831053E0
6.799871310E-1,-3.168040276E0,-2.333561420E0,-2.635135651E0,4.735602178E0
6.824821290E-1,-3.051061153E0,-2.238863945E0,-2.792721272E0,4.703273118E0
6.849769680E-1,-3.036216259E0,-2.248365402E0,-2.966116190E0,4.803290685E0
6.874719660E-1,-2.961151123E0,-2.134414673E0,-3.097571850E0,4.787388989E0
6.899668140E-1,-2.930857658E0,-2.044274330E0,-3.184986830E0,4.786765636E0
6.924618120E-1,-2.850251198E0,-1.899360180E0,-3.256419182E0,4.726073092E0
6.949566610E-1,-2.920160294E0,-1.794746399E0,-3.186122179E0,4.679724919E0
6.974516780E-1,-2.958757401E0,-1.685433388E0,-3.135438442E0,4.628812513E0
6.999465260E-1,-3.042875767E0,-1.615127087E0,-3.000469208E0,4.568429041E0
7.024415240E-1,-3.058727264E0,-1.559223652E0,-2.857020617E0,4.466492772E0
7.049363720E-1,-3.111688137E0,-1.550836086E0,-2.688308716E0,4.394849187E0
7.074313700E-1,-3.108335972E0,-1.552628517E0,-2.504461527E0,4.283075456E0
7.099262420E-1,-3.158010006E0,-1.569965363E0,-2.270064116E0,4.194163746E0
7.124213170E-1,-3.192402840E0,-1.515176773E0,-2.024499655E0,4.072566193E0
7.149163190E-1,-3.255459785E0,-1.458290100E0,-1.778306723E0,3.985850377E0
7.174111650E-1,-3.319728374E0,-1.397680759E0,-1.531942368E0,3.914199203E0
7.199061730E-1,-3.339933395E0,-1.320508480E0,-1.301043272E0,3.819896769E0
7.224010210E-1,-3.349214077E0,-1.245003223E0,-1.123179913E0,3.745504115E0
7.248960190E-1,-3.325673103E0,-1.162797451E0,-9.662199020E-1,3.653187704E0
7.273908680E-1,-3.270844936E0,-1.088419437E0,-8.437590599E-1,3.548945311E0
7.298858660E-1,-3.157015324E0,-1.024966717E0,-7.483930588E-1,3.402557082E0
7.323807040E-1,-3.019513607E0,-9.675412178E-1,-6.603593826E-1,3.238776458E0
7.348757020E-1,-2.866067886E0,-9.214262962E-1,-6.001617908E-1,3.069782683E0
7.373705500E-1,-2.671853542E0,-8.596343994E-1,-5.569519997E-1,2.861462595E0
7.398655480E-1,-2.430675507E0,-7.961287498E-1,-5.521435738E-1,2.616651855E0
7.423603960E-1,-2.159358501E0,-7.130846977E-1,-5.207314491E-1,2.332912379E0
7.448553940E-1,-1.850057602E0,-6.160130501E-1,-4.721345901E-1,2.006264260E0
7.473502420E-1,-1.550899982E0,-5.551958084E-1,-4.763922691E-1,1.714783583E0
7.498452400E-1,-1.247657299E0,-4.748682976E-1,-5.005097389E-1,1.425713377E0
7.523400780E-1,-9.276242256E-1,-3.796396255E-1,-4.934270382E-1,1.117176437E0
7.548350760E-1,-6.311402321E-1,-2.955007553E-1,-5.316247940E-1,8.765178895E-1
7.573299250E-1,-3.396997452E-1,-2.081098557E-1,-5.154109001E-1,6.514246118E-1
7.598249230E-1,-4.663801193E-2,-1.508054733E-1,-5.418016911E-1,5.643283330E-1
7.623197710E-1,1.851921082E-1,-8.516311646E-2,-4.957065582E-1,5.359793515E-1
7.648147650E-1,4.039945602E-1,-2.029132843E-2,-5.013248920E-1,6.441661200E-1
7.673096130E-1,6.274518967E-1,6.666469574E-2,-4.746594429E-1,7.895832135E-1
7.698046110E-1,7.795720100E-1,1.478381157E-1,-4.426264763E-1,9.085740613E-1
7.722996880E-1,8.678336143E-1,1.915173531E-1,-4.040172100E-1,9.762397168E-1
7.747945260E-1,9.644303322E-1,2.807807922E-1,-3.369996548E-1,1.059496336E0
7.772895240E-1,1.009810925E0,3.289623260E-1,-2.799167633E-1,1.098311299E0
7.797843720E-1,1.011703014E0,4.034795761E-1,-1.913170815E-1,1.105866621E0
7.822793700E-1,1.013070583E0,5.287113190E-1,-5.416631699E-2,1.144019954E0
7.847742180E-1,9.905905724E-1,6.034388542E-1,4.440307617E-2,1.160766887E0
7.872692110E-1,9.493899345E-1,7.049283981E-1,2.011790276E-1,1.199474175E0
7.897640590E-1,9.184823036E-1,8.229036331E-1,3.774125576E-1,1.289659013E0
7.922590580E-1,8.643717766E-1,8.822164536E-1,5.082750320E-1,1.335585245E0
7.947539060E-1,8.076395988E-1,9.700059891E-1,6.741821766E-1,1.430983909E0
7.972489040E-1,7.831802368E-1,9.954867363E-1,8.035867214E-1,1.500038914E0
