"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.738510200E-2,1.665983200E-1,2.810859680E-2,3.044199944E-1,3.481617819E-1
7.988017900E-2,2.312214375E-1,5.267953873E-2,6.232237816E-1,6.668180928E-1
8.237518100E-2,3.342084885E-1,3.191089630E-2,8.390350342E-1,9.037109093E-1
8.487002700E-2,4.199159145E-1,-4.212188721E-2,6.196417809E-1,7.497063193E-1
8.736510200E-2,3.356885910E-1,-1.138076782E-1,4.274482727E-1,5.552936553E-1
8.986013700E-2,1.743400097E-1,-1.275939941E-1,5.052294731E-1,5.494829268E-1
9.235498400E-2,6.966114044E-3,-5.244016647E-2,6.738443375E-1,6.759176643E-1
9.485005800E-2,-1.466832161E-1,1.982116699E-2,7.864394188E-1,8.002473392E-1
9.734506000E-2,-2.444500923E-1,9.906578064E-2,7.451629639E-1,7.904667730E-1
9.983990700E-2,-3.163692951E-1,1.317615509E-1,6.572265625E-1,7.412134589E-1
1.023350010E-1,-3.587648869E-1,1.558575630E-1,5.510182381E-1,6.757402775E-1
1.048300030E-1,-3.624138832E-1,1.803159714E-1,4.576234818E-1,6.109639296E-1
1.073250770E-1,-2.948408127E-1,1.343050003E-1,3.592596054E-1,4.837730894E-1
1.098199260E-1,-2.379536629E-1,7.965898514E-2,3.052287102E-1,3.951355022E-1
1.123149290E-1,-2.283492088E-1,4.753780365E-2,1.399874687E-1,2.720288502E-1
1.148100060E-1,-2.595660686E-1,9.979724884E-3,-3.959894180E-2,2.627588535E-1
1.173048540E-1,-2.801833153E-1,-2.918195724E-2,-1.236119270E-1,3.076266980E-1
1.197999290E-1,-2.476351261E-1,-2.099919319E-1,-1.392755508E-1,3.532951262E-1
1.222949310E-1,-7.364821434E-2,-3.947687149E-1,8.327484131E-3,4.016662106E-1
1.247897960E-1,2.884268761E-2,-4.887914658E-1,1.046743393E-1,5.007052176E-1
1.272848710E-1,1.578855515E-2,-5.329327583E-1,-3.743648529E-2,5.344792735E-1
1.297798730E-1,-1.541256905E-2,-5.587844849E-1,-1.996049881E-1,5.935653284E-1
1.322747190E-1,1.311309338E-1,-6.483950615E-1,-7.212209702E-2,6.654420143E-1
1.347697940E-1,2.026948929E-1,-6.978063583E-1,-6.043720245E-2,7.291581370E-1
1.372648100E-1,1.083476543E-1,-6.285119057E-1,-2.426853180E-1,6.823947489E-1
1.397598850E-1,3.137350082E-3,-5.302724838E-1,-4.146842957E-1,6.731729459E-1
1.422547330E-1,-1.069073677E-1,-4.203529358E-1,-5.607147217E-1,7.088912293E-1
1.447497310E-1,-1.864254475E-1,-3.721957207E-1,-7.023510933E-1,8.164442174E-1
1.472448080E-1,-1.675794125E-1,-3.363308907E-1,-6.951503754E-1,7.902122322E-1
1.497396710E-1,-1.299538612E-1,-2.337889671E-1,-5.838618279E-1,6.422148560E-1
1.522346690E-1,-7.322645187E-2,-1.064691544E-1,-4.661812782E-1,4.837590084E-1
1.547297460E-1,1.083271503E-1,-5.457878113E-2,-2.648572922E-1,2.913125471E-1
1.572245940E-1,3.233406544E-1,-6.617403030E-2,8.666181564E-2,3.412307890E-1
1.597195920E-1,5.317041874E-1,-1.015543938E-1,4.063582420E-1,6.768675341E-1
1.622146590E-1,6.242322922E-1,-8.709621429E-2,5.180578232E-1,8.158649480E-1
1.647097360E-1,6.884522438E-1,-2.249431610E-2,5.279164314E-1,8.678526631E-1
1.672045840E-1,6.278026104E-1,3.093385696E-2,5.016584396E-1,8.042103028E-1
1.696995820E-1,4.940233231E-1,8.997106552E-2,5.225648880E-1,7.247260852E-1
1.721944300E-1,4.119305611E-1,8.218669891E-2,5.846028328E-1,7.198624263E-1
1.746895470E-1,3.906092644E-1,3.469610214E-2,6.151738167E-1,7.295328928E-1
1.771845490E-1,3.803782463E-1,-7.524490356E-4,6.098575592E-1,7.187589436E-1
1.796796240E-1,3.741936684E-1,-3.411769867E-2,6.170945168E-1,7.224891428E-1
1.821744720E-1,3.568265438E-1,-8.653545380E-2,5.356492996E-1,6.494103012E-1
1.846695470E-1,3.272712231E-1,-9.855842590E-2,4.311585426E-1,5.501980604E-1
1.871645690E-1,2.887833118E-1,-1.049170494E-1,3.307104111E-1,4.514119675E-1
1.896594150E-1,2.780997753E-1,-1.079425812E-1,3.022599220E-1,4.246788744E-1
1.921544130E-1,2.893967628E-1,-1.311817169E-1,2.538762093E-1,4.067090592E-1
1.946494900E-1,2.959089279E-1,-1.087579727E-1,2.311902046E-1,3.909466728E-1
1.971443530E-1,3.590798378E-1,-1.129808426E-1,2.309207916E-1,4.416190810E-1
1.996394270E-1,3.754670620E-1,-9.853172302E-2,2.135329247E-1,4.430353541E-1
2.021344290E-1,4.004881382E-1,-9.991502762E-2,2.442002296E-1,4.795909859E-1
2.046295040E-1,3.978552818E-1,-9.746694565E-2,2.878880501E-1,5.006677143E-1
2.071243530E-1,4.000699520E-1,-9.671640396E-2,3.334617615E-1,5.297233010E-1
2.096193510E-1,3.679168224E-1,-1.085467339E-1,4.005279541E-1,5.545879765E-1
2.121144270E-1,3.432970047E-1,-1.366224289E-1,4.171133041E-1,5.572270902E-1
2.146092760E-1,2.669885159E-1,-1.130223274E-1,4.158325195E-1,5.069256340E-1
2.171043510E-1,1.897966862E-1,-7.628965378E-2,4.172201157E-1,4.646671048E-1
2.195993530E-1,1.311640739E-1,-4.487562180E-2,3.881564140E-1,4.121689429E-1
2.220941840E-1,8.317708969E-2,-1.537847519E-2,3.516430855E-1,3.616735895E-1
2.245892590E-1,3.007102013E-2,2.846717834E-4,2.928605080E-1,2.944004491E-1
2.270842610E-1,-5.733251572E-3,-2.380847931E-3,1.793541908E-1,1.794615958E-1
2.295791070E-1,-1.889348030E-2,2.637863159E-2,4.511117935E-2,5.556810511E-2
2.320741820E-1,-3.078985214E-2,3.857088089E-2,-9.310817719E-2,1.053796019E-1
2.345691840E-1,-2.892613411E-2,1.907920837E-2,-2.195515633E-1,2.222692654E-1
2.370642590E-1,-6.422352791E-2,-1.058435440E-2,-3.950891495E-1,4.004149424E-1
2.395591070E-1,-3.150105476E-2,-6.911468506E-2,-5.764489174E-1,5.814314323E-1
2.420541050E-1,-5.679750443E-2,-1.632766724E-1,-7.012348175E-1,7.222295324E-1
2.445491820E-1,-9.604597092E-2,-2.185611725E-1,-8.397965431E-1,8.730704717E-1
2.470440260E-1,-1.449232101E-1,-2.681703568E-1,-8.857049942E-1,9.366917390E-1
2.495390240E-1,-1.592338085E-1,-3.096218109E-1,-1.011264324E0,1.069521671E0
2.520341010E-1,-1.772086620E-1,-3.660206795E-1,-1.053731918E0,1.129479970E0
2.545289490E-1,-1.483547688E-1,-3.783345222E-1,-1.091256618E0,1.164468615E0
2.570240140E-1,-1.106917858E-1,-3.906326294E-1,-1.090824127E0,1.163934620E0
2.595190160E-1,-1.075041294E-1,-3.631620407E-1,-1.146843910E0,1.207764364E0
2.620138620E-1,-8.471536636E-2,-3.030223846E-1,-1.186194420E0,1.227214920E0
2.645089370E-1,-4.909586906E-2,-2.623801231E-1,-1.197557449E0,1.226946445E0
2.670039390E-1,3.830838203E-2,-2.029089928E-1,-1.256789684E0,1.273640413E0
2.694987940E-1,8.719372749E-2,-1.484603882E-1,-1.238734245E0,1.250642140E0
2.719938690E-1,1.310317516E-1,-6.797695160E-2,-1.255350590E0,1.263999719E0
2.744888710E-1,2.002625465E-1,-2.078723907E-2,-1.252184868E0,1.268268166E0
2.769839460E-1,2.415654659E-1,4.818010330E-2,-1.167269707E0,1.192976850E0
2.794787940E-1,2.865402699E-1,6.413984299E-2,-1.192739487E0,1.228351224E0
2.819737920E-1,2.944686413E-1,4.922962189E-2,-1.227239609E0,1.263033014E0
2.844688690E-1,3.074395657E-1,3.055238724E-2,-1.264445305E0,1.301642986E0
2.869639460E-1,2.754240036E-1,-4.385471344E-3,-1.402119637E0,1.428921653E0
2.894587170E-1,2.034595013E-1,-1.059350967E-1,-1.805817127E0,1.820327858E0
2.919538070E-1,1.839275360E-1,-2.095079422E-1,-2.273878098E0,2.290904738E0
2.944486550E-1,2.116873264E-1,-2.760944366E-1,-2.165791512E0,2.193557050E0
2.969437300E-1,3.057992458E-1,-2.636232376E-1,-1.660302639E0,1.708688164E0
2.994387320E-1,3.554944992E-1,-1.521182060E-1,-9.510774612E-1,1.026676495E0
3.019335790E-1,3.527345657E-1,-4.962015152E-2,-3.930478096E-1,5.304436011E-1
3.044286240E-1,2.554342747E-1,7.736110687E-2,-5.928754807E-2,2.733979204E-1
3.069237010E-1,9.707188606E-2,9.910535812E-2,-1.878986359E-1,2.335609566E-1
3.094184730E-1,3.136873245E-3,1.642866135E-1,-1.602797508E-1,2.295420002E-1
3.119135480E-1,3.420186043E-2,2.886452675E-1,4.012994766E-1,4.955069400E-1
3.144085380E-1,4.864215851E-2,4.568552971E-1,8.368902206E-1,9.547083657E-1
3.169036140E-1,5.215859413E-2,6.220273972E-1,1.064454079E0,1.233977750E0
3.193984630E-1,3.464198112E-2,7.126717567E-1,1.118903160E0,1.327043851E0
3.218935380E-1,-1.036672592E-1,7.418365479E-1,1.139455318E0,1.363608003E0
3.243885400E-1,-1.755075455E-1,7.194523811E-1,1.142319679E0,1.361362875E0
3.268833910E-1,-2.703914642E-1,6.283373833E-1,1.080026627E0,1.278427521E0
3.293784660E-1,-3.132851124E-1,5.543932915E-1,8.923492432E-1,1.096260304E0
3.318734680E-1,-1.743228436E-1,5.051264763E-1,8.618683815E-1,1.014080035E0
3.343683140E-1,-2.090556622E-1,2.011003494E-1,3.822422028E-1,4.798486449E-1
3.368633890E-1,-1.270780563E-1,8.624505997E-2,2.645492554E-1,3.058976157E-1
3.393583910E-1,-5.170583725E-2,-6.793260574E-2,3.269166946E-1,3.378799458E-1
3.418532370E-1,-7.008075714E-2,-9.395694733E-2,1.985611916E-1,2.305770311E-1
3.443483120E-1,-8.151173592E-2,-4.315757751E-2,4.347467422E-2,1.019646355E-1
3.468433890E-1,-2.043414116E-1,2.342453003E-1,-1.320762634E-1,3.377431162E-1
3.493383910E-1,-5.683498383E-1,6.523213387E-1,-3.028278351E-1,9.166511688E-1
3.518332420E-1,-1.358893871E0,1.281452656E0,-5.064163208E-1,1.935244417E0
3.543283170E-1,-2.202844143E0,1.439927578E0,-5.147428513E-1,2.681580495E0
3.568233190E-1,-1.994253159E0,1.077624798E0,-1.142578125E-1,2.269664229E0
3.593181650E-1,-2.984354496E-1,1.457238197E0,4.541845322E-1,1.555278261E0
3.618131630E-1,9.368848801E-2,8.025689125E-1,1.219978333E0,1.463298166E0
3.643082200E-1,9.866938591E-1,1.351923943E0,2.991533756E0,3.427905677E0
3.668032970E-1,1.218774080E0,1.311235428E0,3.762098789E0,4.166309627E0
3.692981450E-1,9.602444172E-1,9.629678726E-1,3.505406857E0,3.759953948E0
3.717931430E-1,5.987319946E-1,4.095530510E-1,1.974217892E0,2.103271259E0
3.742882200E-1,3.797705173E-1,-5.027260780E-1,9.179458618E-1,1.113365960E0
3.767830780E-1,2.089688778E-1,-1.636535168E0,-2.797274590E-1,1.673368698E0
3.792780760E-1,-4.001522064E-2,-2.518723011E0,-7.955913544E-1,2.641691206E0
3.817731530E-1,-2.675964832E-1,-2.899143696E0,-1.215035439E0,3.154830132E0
3.842680010E-1,-3.205463886E-1,-2.927043676E0,-1.515035629E0,3.311444946E0
3.867630760E-1,-1.071081161E-1,-2.787687302E0,-1.534635544E0,3.183987891E0
3.892580730E-1,1.311537027E0,-2.557341099E0,-2.037587166E-1,2.881256754E0
3.917529190E-1,2.032583952E0,-2.021198273E0,1.061589718E0,3.056732358E0
3.942479940E-1,2.771343231E0,-1.533687115E0,-4.083600044E-1,3.193633881E0
3.967429960E-1,2.981434584E0,-9.993357658E-1,-6.102976799E-1,3.203137120E0
3.992378420E-1,2.784810305E0,-5.264120102E-1,-6.925282478E-1,2.917511510E0
4.017329270E-1,2.369503260E0,-2.621331215E-1,-8.750219345E-1,2.539472949E0
4.042279290E-1,2.100540638E0,-3.495969772E-1,-1.207342625E0,2.447889955E0
4.067230040E-1,1.818563938E0,-4.635777473E-1,-8.418860435E-1,2.056903312E0
4.092178520E-1,1.626794577E0,-5.303664207E-1,-6.951694489E-1,1.846891902E0
4.117128500E-1,1.299529552E0,-6.005454063E-1,-6.957111359E-1,1.591680190E0
4.142079270E-1,9.145565033E-1,-6.681318283E-1,-6.095509529E-1,1.286221638E0
4.167027760E-1,4.717063904E-1,-5.748929977E-1,-7.666206360E-1,1.068043106E0
4.191977740E-1,1.686930656E-2,-5.155358315E-1,-1.107166290E0,1.221424972E0
4.216928510E-1,-4.231061935E-1,-4.081211090E-1,-1.185369492E0,1.323133600E0
4.241876990E-1,-9.152152538E-1,-2.009110451E-1,-1.372525215E0,1.661869332E0
4.266827690E-1,-1.312135696E0,3.776168823E-2,-1.333767891E0,1.871379923E0
4.291777710E-1,-1.720124006E0,2.999167442E-1,-1.372179031E0,2.220732299E0
4.316726170E-1,-1.985552192E0,4.526085854E-1,-1.436189651E0,2.491969653E0
4.341676920E-1,-2.085653305E0,2.976050377E-1,-1.209147930E0,2.429106252E0
4.366626940E-1,-2.285324574E0,-3.403568268E-2,-1.055853367E0,2.517676144E0
4.391575450E-1,-2.535118103E0,-6.597118378E-1,-1.131853580E0,2.853618060E0
4.416526200E-1,-2.126175880E0,-9.591550827E-1,-3.999443054E-1,2.366549766E0
4.441476220E-1,-9.826695919E-1,-6.639828682E-1,-3.499603271E-2,1.186481141E0
4.466426970E-1,9.123158455E-2,-3.036942482E-1,4.808378220E-2,3.207264388E-1
4.491375450E-1,8.574099541E-1,-9.764814377E-2,1.429381371E-1,8.747104094E-1
4.516326250E-1,1.000558376E0,-3.542761803E-1,1.629257202E-1,1.073859147E0
4.541276270E-1,1.468281507E0,-3.588099480E-1,2.990083694E-1,1.540779403E0
4.566224730E-1,2.050989151E0,-1.681447029E-1,4.262013435E-1,2.101541511E0
4.591174710E-1,2.544257402E0,5.159807205E-2,5.136957169E-1,2.596110818E0
4.616125480E-1,3.042765856E0,2.634844780E-1,5.292348862E-1,3.099667351E0
4.641073910E-1,3.412864208E0,4.099087715E-1,5.294857025E-1,3.477933641E0
4.666024660E-1,3.621500492E0,4.775981903E-1,4.821200371E-1,3.684536005E0
4.690974680E-1,3.751453400E0,4.413070679E-1,4.066886902E-1,3.799151251E0
4.715925430E-1,3.855798244E0,2.572803497E-1,3.094749451E-1,3.876744513E0
4.740873910E-1,3.724120140E0,1.155328751E-2,1.809291840E-1,3.728530497E0
4.765824320E-1,3.461247921E0,-1.880526543E-1,-4.495477676E-2,3.466644185E0
4.790772030E-1,3.073625565E0,-4.157752991E-1,-2.514610291E-1,3.111796243E0
4.815722780E-1,2.935079098E0,-5.524401665E-1,-5.224075317E-1,3.031961259E0
4.840672780E-1,2.771945477E0,-6.181836128E-1,-7.869791985E-1,2.947061072E0
4.865623550E-1,2.643013000E0,-6.154694557E-1,-9.608745575E-1,2.878819252E0
4.890571740E-1,2.585240364E0,-6.359210014E-1,-1.142131805E0,2.896951557E0
4.915522490E-1,2.653397083E0,-5.733981133E-1,-1.165073395E0,2.954098423E0
4.940472510E-1,2.505366802E0,-5.148191452E-1,-1.242205143E0,2.843409078E0
4.965423260E-1,2.491308689E0,-2.624068260E-1,-1.199163914E0,2.777313525E0
4.990371980E-1,2.354498863E0,8.029460907E-3,-9.898395538E-1,2.554116621E0
5.015321960E-1,2.076811314E0,2.845201492E-1,-6.728820801E-1,2.201560183E0
5.040272730E-1,1.739816666E0,5.553503036E-1,-3.174567223E-1,1.853686802E0
5.065221210E-1,1.429072857E0,8.163614273E-1,6.480264664E-2,1.647086699E0
5.090171190E-1,1.118815422E0,1.009407520E0,3.600068092E-1,1.549276087E0
5.115121960E-1,7.886271477E-1,1.253139019E0,5.994577408E-1,1.597385289E0
5.140070450E-1,4.063119888E-1,1.608074665E0,7.811794281E-1,1.833367083E0
5.165021190E-1,1.271100044E-1,1.825500011E0,9.983839989E-1,2.084556992E0
5.189971210E-1,-2.132334709E-1,2.128067970E0,1.151582718E0,2.429050134E0
5.214919680E-1,-4.920578003E-1,2.384642124E0,1.348791599E0,2.783500982E0
5.239870630E-1,-1.031471014E0,2.872766972E0,1.774597645E0,3.530710881E0
5.264820650E-1,-1.630575180E0,3.345822334E0,2.009264946E0,4.229710171E0
5.289769110E-1,-1.676044226E0,3.476666451E0,2.159650326E0,4.422716742E0
5.314719860E-1,-1.492340803E0,3.416782379E0,2.290470600E0,4.375812892E0
5.339669540E-1,-1.585883379E0,3.554272175E0,2.183938026E0,4.462898395E0
5.364620290E-1,-1.862093925E0,4.094018936E0,1.696021557E0,4.806752954E0
5.389568770E-1,-2.254389286E0,4.995301723E0,4.402894974E-1,5.498105601E0
5.414518750E-1,-2.743968487E0,5.985140800E0,-1.381095886E0,6.727458607E0
5.439469520E-1,-3.142102242E0,6.724625587E0,-2.595369101E0,7.863163267E0
5.464418190E-1,-3.324693203E0,7.424578190E0,-2.439155102E0,8.492786575E0
5.489368170E-1,-2.951406479E0,7.514149666E0,-8.176078796E-1,8.114291593E0
5.514318940E-1,-2.069413662E0,6.778131485E0,1.032733917E0,7.161848831E0
5.539267420E-1,-6.145725250E-1,5.720705986E0,2.618547440E0,6.321468742E0
5.564218170E-1,1.893087864E0,4.796495914E0,3.706995487E0,6.350745646E0
5.589168140E-1,3.229029179E0,3.987580776E0,3.405085564E0,6.158087169E0
5.614116600E-1,2.974632263E0,3.886250973E0,1.291627407E0,5.061589186E0
5.639067350E-1,2.430857182E0,3.290443897E0,1.549442291E0,4.374569589E0
5.664017370E-1,2.226809978E0,1.820904255E0,4.236945629E0,5.121140815E0
5.688965830E-1,2.112775803E0,1.117145538E0,4.772583961E0,5.337545636E0
5.713916630E-1,2.148633480E0,9.781837463E-1,4.566195488E0,5.140390112E0
5.738867400E-1,2.818260193E0,9.349622726E-1,4.532572269E0,5.418575121E0
5.763817420E-1,4.649895668E0,1.036510468E0,4.886241436E0,6.824312350E0
5.788765880E-1,6.279055119E0,1.146893501E0,5.269460678E0,8.277023240E0
5.813715860E-1,7.913616657E0,1.399262428E0,5.542372704E0,9.762231258E0
5.838666340E-1,8.684505463E0,1.378467560E0,5.768880844E0,1.051669122E1
5.863614820E-1,8.732062340E0,1.271716595E0,5.596765995E0,1.044940024E1
5.888565570E-1,9.983581543E0,2.263792038E0,6.078300476E0,1.190556137E1
5.913515590E-1,1.157333088E1,3.331042767E0,6.385363102E0,1.363123969E1
5.938466200E-1,1.307262421E1,4.235470295E0,6.139818668E0,1.505091644E1
5.963414680E-1,1.430441475E1,4.735331535E0,6.337342739E0,1.634630108E1
5.988364660E-1,1.463230419E1,4.719364166E0,7.233314037E0,1.699110226E1
6.013313140E-1,1.398219776E1,4.168655872E0,8.059859276E0,1.666855955E1
6.038263890E-1,1.292602634E1,3.519876003E0,8.612893105E0,1.592650658E1
6.063213910E-1,1.215045166E1,2.873538971E0,8.728512764E0,1.523409455E1
6.088162380E-1,1.140128803E1,2.445766449E0,8.640560150E0,1.451311207E1
6.113113120E-1,1.079527569E1,2.016402245E0,8.632349014E0,1.396858277E1
6.138063140E-1,1.015797615E1,1.736583710E0,8.737249374E0,1.351072645E1
6.163013850E-1,9.523308754E0,1.548884392E0,9.180379868E0,1.331810148E1
6.187962340E-1,8.716091156E0,1.645142078E0,9.639217377E0,1.309928430E1
6.212912320E-1,7.855960846E0,1.803502560E0,1.004898071E1,1.288218753E1
6.237863080E-1,7.055522919E0,1.816783428E0,1.030113220E1,1.261722752E1
6.262813850E-1,6.198273659E0,1.556093216E0,1.033475304E1,1.215101406E1
6.287761570E-1,5.905776024E0,1.306813240E0,9.677582741E0,1.141234240E1
6.312712320E-1,5.344740868E0,8.141503334E-1,9.451571465E0,1.088858571E1
6.337663080E-1,4.827593327E0,5.296826363E-1,8.991125107E0,1.021893105E1
6.362611570E-1,4.461519718E0,-3.514957428E-2,8.748903275E0,9.820880928E0
6.387562320E-1,4.116159439E0,-3.103632927E-1,8.191089630E0,9.172406622E0
6.412512430E-1,3.890565872E0,-8.614106178E-1,7.876188755E0,8.826827310E0
6.437460890E-1,3.585912228E0,-1.255133152E0,7.309722424E0,8.238092476E0
6.462411640E-1,3.413228989E0,-1.886509418E0,6.982660770E0,7.997912312E0
6.487361660E-1,3.146116018E0,-2.370395660E0,6.381161213E0,7.499069276E0
6.512310270E-1,2.974506617E0,-3.026209354E0,6.032922745E0,7.375756877E0
6.537261020E-1,2.660886526E0,-3.491136551E0,5.419736862E0,6.974374465E0
6.562211040E-1,2.341214180E0,-3.915951252E0,4.828030586E0,6.642728158E0
6.587161790E-1,2.159819365E0,-4.488555908E0,4.358892918E0,6.619055922E0
6.612110270E-1,1.780623436E0,-4.772948742E0,3.609881878E0,6.243629288E0
6.637060580E-1,1.468338490E0,-5.225517273E0,3.159243107E0,6.280355539E0
6.662011350E-1,9.432981014E-1,-5.470180035E0,2.413112640E0,6.052750906E0
6.686959830E-1,4.884979725E-1,-5.851917267E0,1.968294144E0,6.193363206E0
6.711909810E-1,-1.539366245E-1,-6.019185066E0,1.241088390E0,6.147730129E0
6.736860580E-1,-6.976130009E-1,-6.321674347E0,7.194395065E-1,6.400611194E0
6.761809400E-1,-1.229725957E0,-6.564487457E0,2.988450527E-1,6.685359367E0
6.786760150E-1,-1.949701905E0,-6.650383949E0,-3.673005104E-1,6.940018289E0
6.811710170E-1,-2.458545208E0,-6.864459038E0,-6.972105503E-1,7.324707842E0
6.836658630E-1,-3.062540531E0,-6.903452873E0,-1.200212479E0,7.647046886E0
6.861609380E-1,-3.639520645E0,-6.943357468E0,-1.650248885E0,8.011219934E0
6.886559400E-1,-4.015767097E0,-7.124822140E0,-1.847249985E0,8.384617368E0
6.911507860E-1,-4.529690266E0,-7.172844887E0,-2.270265579E0,8.781907735E0
6.936458610E-1,-4.823586464E0,-7.359943867E0,-2.338256359E0,9.105119598E0
6.961408630E-1,-5.118401051E0,-7.337938786E0,-2.283216953E0,9.233442185E0
6.986359480E-1,-5.085321426E0,-7.440488815E0,-1.996723652E0,9.230832745E0
7.011307960E-1,-4.838286400E0,-7.418014526E0,-1.180488706E0,8.934736056E0
7.036257940E-1,-5.131953239E0,-7.499065876E0,-1.937543988E0,9.291232952E0
7.061208710E-1,-5.651517868E0,-7.657109261E0,-2.731423140E0,9.901093314E0
7.086157190E-1,-6.260789871E0,-8.071385384E0,-2.832124710E0,1.060026802E1
7.111107790E-1,-6.868350983E0,-8.219678879E0,-2.929844618E0,1.110501488E1
7.136057810E-1,-7.499344826E0,-8.629556656E0,-2.718863249E0,1.175166534E1
7.161006270E-1,-7.518309593E0,-8.261034966E0,-3.173164368E0,1.161200456E1
7.185957020E-1,-7.378758907E0,-8.026035309E0,-3.179198027E0,1.135652349E1
7.210907190E-1,-7.480638027E0,-7.832691193E0,-3.461022377E0,1.137056166E1
7.235855660E-1,-7.518603325E0,-7.759351254E0,-3.566734791E0,1.137798422E1
7.260806400E-1,-7.690774441E0,-7.688216209E0,-3.722479105E0,1.149406502E1
7.285756420E-1,-7.576246262E0,-7.678911209E0,-3.274972439E0,1.127344798E1
7.310707070E-1,-7.526658535E0,-7.722852707E0,-2.861889601E0,1.115721537E1
7.335655560E-1,-7.454658508E0,-7.811953068E0,-2.873889685E0,1.117397808E1
7.360605540E-1,-7.294635773E0,-7.879396439E0,-3.009567022E0,1.115141663E1
7.385556310E-1,-7.073851585E0,-7.980258942E0,-2.985538960E0,1.107417500E1
7.410504790E-1,-6.798789978E0,-8.091677666E0,-3.066654921E0,1.100468832E1
7.435454870E-1,-6.664837837E0,-8.251775742E0,-3.342561483E0,1.112135709E1
7.460405640E-1,-6.556925774E0,-8.485090256E0,-3.692321062E0,1.134121982E1
7.485354120E-1,-6.371288300E0,-8.750912666E0,-3.965346575E0,1.152804236E1
7.510304870E-1,-6.400489330E0,-8.990180016E0,-4.213160992E0,1.181271882E1
7.535254890E-1,-6.325160980E0,-9.232574463E0,-4.349885941E0,1.200706460E1
7.560205730E-1,-6.393733978E0,-9.374546051E0,-4.501232147E0,1.220749928E1
7.585154210E-1,-6.346673965E0,-9.452089310E0,-4.372877121E0,1.219607794E1
7.610104960E-1,-6.289103031E0,-9.472641945E0,-4.183321953E0,1.211544242E1
7.635054980E-1,-6.361629009E0,-9.457380295E0,-4.118403435E0,1.211914240E1
7.660003440E-1,-6.441559315E0,-9.417038918E0,-4.075180531E0,1.211533758E1
7.684954340E-1,-6.449929714E0,-9.346017838E0,-3.926058531E0,1.201513955E1
7.709904360E-1,-6.453266621E0,-9.301679611E0,-3.773960590E0,1.193351047E1
7.734852820E-1,-6.523458481E0,-9.264992714E0,-3.665388584E0,1.190926841E1
7.759803570E-1,-6.500345230E0,-9.251914978E0,-3.416394472E0,1.181203497E1
7.784753590E-1,-6.511228561E0,-9.256085396E0,-3.208750963E0,1.176296293E1
7.809704290E-1,-6.476619244E0,-9.263653755E0,-2.906426907E0,1.167086951E1
7.834652770E-1,-6.491540432E0,-9.308910370E0,-2.630063057E0,1.164959833E1
7.859602750E-1,-6.544551373E0,-9.349077225E0,-2.371037722E0,1.165582333E1
7.884553520E-1,-6.504957676E0,-9.363938332E0,-2.136063576E0,1.160002513E1
