"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.599242220E0,3.323052406E0,-2.911329746E0,9.790968895E0,1.074158229E1
1.601736992E0,2.995207310E0,-3.004001141E0,1.006607342E1,1.092342088E1
1.604231836E0,2.691987991E0,-3.156526089E0,1.024371624E1,1.105188575E1
1.606726607E0,2.307394981E0,-3.226353884E0,1.038880634E1,1.112028454E1
1.609221586E0,1.975093365E0,-3.391826153E0,1.047915840E1,1.119009559E1
1.611716434E0,1.575610161E0,-3.526343346E0,1.049988461E1,1.118772638E1
1.614211204E0,1.261021614E0,-3.722485542E0,1.048439312E1,1.119685551E1
1.616706202E0,8.906102180E-1,-3.843020678E0,1.039194679E1,1.111550955E1
1.619200973E0,5.532732010E-1,-4.041725159E0,1.028831577E1,1.106756951E1
1.621695836E0,1.710286140E-1,-4.134862900E0,1.015266991E1,1.096371507E1
1.624190836E0,-1.515641212E-1,-4.346720695E0,9.968362808E0,1.087590040E1
1.626685607E0,-5.335769653E-1,-4.420580387E0,9.714221954E0,1.068608177E1
1.629180451E0,-8.707313538E-1,-4.584527493E0,9.480542183E0,1.056677555E1
1.631675223E0,-1.240541935E0,-4.600719929E0,9.139661789E0,1.030722978E1
1.634170230E0,-1.517545223E0,-4.767841816E0,8.834543228E0,1.015304945E1
1.636665078E0,-1.841706991E0,-4.780405045E0,8.428817749E0,9.863525013E0
1.639159847E0,-2.078600407E0,-4.937383175E0,8.035344124E0,9.657385125E0
1.641654845E0,-2.370924473E0,-4.980619907E0,7.570030689E0,9.366601420E0
1.644149616E0,-2.600200653E0,-5.136141777E0,7.131957531E0,9.165468565E0
1.646644456E0,-2.838484287E0,-5.292661190E0,6.665452957E0,8.972040941E0
1.649139228E0,-3.120521069E0,-5.274016380E0,6.147460938E0,8.680102332E0
1.651634226E0,-3.330219269E0,-5.380119801E0,5.683051109E0,8.504887969E0
1.654128997E0,-3.596313477E0,-5.373353958E0,5.171276569E0,8.279402438E0
1.656623836E0,-3.858820438E0,-5.319688320E0,4.656004906E0,8.054064855E0
1.659118836E0,-4.111610413E0,-5.355519295E0,4.240234852E0,7.972861387E0
1.661613684E0,-4.372557640E0,-5.255576611E0,3.805596352E0,7.824506976E0
1.664108453E0,-4.471567154E0,-5.321526527E0,3.458739281E0,7.763789977E0
1.666603451E0,-4.542345524E0,-5.362585068E0,3.057296753E0,7.664025372E0
1.669098242E0,-4.687924385E0,-5.226482391E0,2.650147438E0,7.504401020E0
1.671593086E0,-4.800612926E0,-5.167555332E0,2.336016655E0,7.430106755E0
1.674087857E0,-4.907875538E0,-5.202049732E0,2.049130440E0,7.439589993E0
1.676582855E0,-5.100140572E0,-5.070250511E0,1.820703506E0,7.418479316E0
1.679077693E0,-5.217602730E0,-5.090569496E0,1.686352730E0,7.482049289E0
1.681572462E0,-5.372416496E0,-5.082304478E0,1.528773308E0,7.551809428E0
1.684067460E0,-5.472408295E0,-5.213411808E0,1.433188915E0,7.692915292E0
1.686562309E0,-5.568957329E0,-5.226727486E0,1.294353485E0,7.746438981E0
1.689057078E0,-5.643755913E0,-5.319570541E0,1.231003284E0,7.852718041E0
1.691552062E0,-5.719524860E0,-5.419043064E0,1.168191910E0,7.965153150E0
1.694046833E0,-5.910801411E0,-5.422035217E0,1.069196701E0,8.091923183E0
1.696541677E0,-6.105865479E0,-5.370670795E0,9.655084610E-1,8.188889096E0
1.699036677E0,-6.189805508E0,-5.433199406E0,8.879113197E-1,8.283823665E0
1.701531448E0,-6.364705563E0,-5.390149593E0,7.818613052E-1,8.377021943E0
1.704026298E0,-6.531805515E0,-5.385199547E0,6.479115486E-1,8.490267771E0
1.706521069E0,-6.502756119E0,-5.569802284E0,5.653548241E-1,8.580685328E0
1.709015838E0,-6.622394562E0,-5.531395912E0,3.658719063E-1,8.636336765E0
1.711510913E0,-6.733241081E0,-5.507835865E0,1.437997818E-1,8.700199409E0
1.714005713E0,-6.737705231E0,-5.572328568E0,-1.092433929E-3,8.743427168E0
1.716500711E0,-6.812565804E0,-5.514130592E0,-2.041869164E-1,8.766891200E0
1.718995483E0,-6.767543793E0,-5.557234764E0,-4.171509743E-1,8.766785166E0
1.721490327E0,-6.837574959E0,-5.498022556E0,-6.211562157E-1,8.795823918E0
1.723985327E0,-6.805292130E0,-5.536479473E0,-8.130593300E-1,8.810543195E0
1.726480113E0,-6.832030296E0,-5.463077068E0,-1.074651718E0,8.813440040E0
1.728974882E0,-6.788691521E0,-5.503147125E0,-1.263151169E0,8.829864762E0
1.731469726E0,-6.828436852E0,-5.466240406E0,-1.500820637E0,8.874671633E0
1.733964726E0,-6.819996357E0,-5.468530655E0,-1.687797546E0,8.903136436E0
1.736459498E0,-6.843572617E0,-5.410980225E0,-1.929735661E0,8.935159365E0
1.738954347E0,-6.815203667E0,-5.409008026E0,-2.116750717E0,8.954607889E0
1.741449118E0,-6.824386120E0,-5.331759930E0,-2.339135647E0,8.970588912E0
1.743944116E0,-6.797222137E0,-5.341919899E0,-2.501098156E0,8.999657159E0
1.746438964E0,-6.823907852E0,-5.296776772E0,-2.708154202E0,9.052936635E0
1.748933718E0,-6.786692619E0,-5.291996002E0,-2.883607388E0,9.076321389E0
1.751428716E0,-6.820597649E0,-5.239026070E0,-3.085452795E0,9.137174913E0
1.753923488E0,-6.791439533E0,-5.241859436E0,-3.193802834E0,9.154295048E0
1.756418332E0,-6.801549911E0,-5.202914715E0,-3.366535187E0,9.201356525E0
1.758913332E0,-6.793463707E0,-5.185254097E0,-3.496376038E0,9.233777915E0
1.761408132E0,-6.798752785E0,-5.135424137E0,-3.634032488E0,9.262926785E0
1.763902976E0,-6.751439095E0,-5.129080772E0,-3.744657278E0,9.268864955E0
1.766397747E0,-6.727813721E0,-5.081243515E0,-3.887141705E0,9.283985338E0
1.768892745E0,-6.649168015E0,-5.068798065E0,-4.039146423E0,9.285410758E0
1.771387594E0,-6.625747681E0,-4.985004902E0,-4.202503204E0,9.295796866E0
1.773882578E0,-6.582365990E0,-4.937809944E0,-4.325113297E0,9.296026791E0
1.776377349E0,-6.521144867E0,-4.863052845E0,-4.491220474E0,9.292237335E0
1.778872193E0,-6.461927891E0,-4.802365303E0,-4.603083611E0,9.274028429E0
1.781366964E0,-6.403795242E0,-4.695689678E0,-4.687220573E0,9.221069990E0
1.783861962E0,-6.339961529E0,-4.620765686E0,-4.799757481E0,9.196970131E0
1.786356723E0,-6.257935524E0,-4.540063858E0,-4.900779247E0,9.153773762E0
1.788851568E0,-6.187628746E0,-4.492633343E0,-4.987321854E0,9.129287109E0
1.791346339E0,-6.083667755E0,-4.408938408E0,-5.097288609E0,9.079212653E0
1.793841337E0,-5.951535702E0,-4.354801178E0,-5.179132462E0,9.011574977E0
1.796336185E0,-5.819754601E0,-4.302210331E0,-5.228603840E0,8.928429619E0
1.798831202E0,-5.645977020E0,-4.232434273E0,-5.291566372E0,8.819933733E0
1.801325973E0,-5.494107246E0,-4.125416756E0,-5.353325367E0,8.709900707E0
1.803820817E0,-5.316531181E0,-4.022784233E0,-5.370207787E0,8.560807699E0
1.806315589E0,-5.104952812E0,-3.907995462E0,-5.370127678E0,8.376827742E0
1.808810577E0,-4.913823128E0,-3.793972969E0,-5.379181385E0,8.214346048E0
1.811305348E0,-4.659291744E0,-3.682173729E0,-5.411026955E0,8.034090840E0
1.813800192E0,-4.420542717E0,-3.605295181E0,-5.468007565E0,7.901800933E0
1.816295192E0,-4.104193687E0,-3.581512690E0,-5.554889679E0,7.780002462E0
1.818789963E0,-3.783242226E0,-3.574238300E0,-5.566154480E0,7.620379050E0
1.821284783E0,-3.161073446E0,-3.976336479E0,-5.212094784E0,7.278019591E0
1.823779555E0,-2.721669912E0,-4.023675442E0,-5.297196388E0,7.187331963E0
1.826274553E0,-2.668629885E0,-3.573816061E0,-5.536180019E0,7.109362553E0
1.828769401E0,-2.820647001E0,-2.903531551E0,-5.947780609E0,7.194625713E0
1.831264170E0,-2.877246380E0,-2.466490746E0,-5.978262424E0,7.078258610E0
1.833759159E0,-2.664948702E0,-2.447855473E0,-5.802851677E0,6.838642817E0
1.836254007E0,-2.340832710E0,-2.639140606E0,-5.737590790E0,6.735318032E0
1.838748776E0,-2.010821342E0,-2.810589314E0,-5.859563828E0,6.802742315E0
1.841243775E0,-1.653635621E0,-2.858058453E0,-6.007362843E0,6.855028607E0
1.843738546E0,-1.284733176E0,-2.810356379E0,-6.074058056E0,6.814897180E0
1.846233399E0,-9.739555120E-1,-2.672709465E0,-6.090562820E0,6.722121740E0
1.848728170E0,-8.471064568E-1,-2.455505848E0,-6.138158798E0,6.665140040E0
1.851223168E0,-7.293424606E-1,-2.279023170E0,-6.139445782E0,6.589285359E0
1.853717939E0,-6.592652798E-1,-2.070526600E0,-6.219275475E0,6.587951012E0
1.856212784E0,-5.187022686E-1,-1.951250553E0,-6.301287174E0,6.616845987E0
1.858707560E0,-3.986532688E-1,-1.795680046E0,-6.437814713E0,6.695434977E0
1.861202635E0,-2.065896988E-1,-1.652292252E0,-6.544945240E0,6.753447800E0
1.863697406E0,8.939576149E-2,-1.553439617E0,-6.621275902E0,6.801651330E0
1.866192404E0,4.299666882E-1,-1.465948105E0,-6.751150608E0,6.921842943E0
1.868687175E0,6.500725746E-1,-1.296658039E0,-6.892683983E0,7.043650255E0
1.871182000E0,9.823606014E-1,-1.190932274E0,-6.992066383E0,7.160470958E0
1.873676772E0,1.245951891E0,-9.849295616E-1,-7.114515305E0,7.289637191E0
1.876171770E0,1.676178217E0,-8.790173531E-1,-7.224787235E0,7.468587250E0
1.878666541E0,2.027100086E0,-7.011270523E-1,-7.353971004E0,7.660391859E0
1.881161399E0,2.565340757E0,-6.255640984E-1,-7.475242138E0,7.927896863E0
1.883656170E0,3.031450272E0,-4.515180588E-1,-7.600214481E0,8.194926447E0
1.886151245E0,3.597721100E0,-3.957009315E-1,-7.646742344E0,8.460073570E0
1.888646016E0,3.958623648E0,-2.567248344E-1,-7.658465862E0,8.624888880E0
1.891140786E0,4.536004066E0,-1.794962883E-1,-7.741218090E0,8.974074288E0
1.893635794E0,5.005197525E0,3.973436356E-2,-7.851447582E0,9.311219588E0
1.896130565E0,5.615718365E0,1.571259499E-1,-7.937169552E0,9.724178207E0
1.898625409E0,6.135678291E0,3.518424034E-1,-8.054248810E0,1.013120255E1
1.901120409E0,6.780111313E0,4.136776924E-1,-8.157357216E0,1.061524919E1
1.903615175E0,7.304343700E0,6.072578430E-1,-8.291515350E0,1.106668088E1
1.906110019E0,7.949499130E0,6.606435776E-1,-8.410999298E0,1.159206175E1
1.908604791E0,8.470378876E0,8.235445023E-1,-8.560208321E0,1.207073777E1
1.911099789E0,9.080002785E0,8.255982399E-1,-8.622016907E0,1.254859508E1
1.913594632E0,9.519056320E0,9.628849030E-1,-8.741836548E0,1.295991076E1
1.916089401E0,1.006824207E1,9.892902374E-1,-8.797909737E0,1.340714024E1
1.918584399E0,1.045218563E1,1.139976025E0,-8.839795113E0,1.373643722E1
1.921079247E0,1.092732430E1,1.143486977E0,-8.807590485E0,1.408146402E1
1.923574016E0,1.127069664E1,1.326131821E0,-8.739240646E0,1.432346171E1
1.926068990E0,1.168650532E1,1.341926575E0,-8.559711456E0,1.454798384E1
1.928563762E0,1.200460529E1,1.526291370E0,-8.441055298E0,1.475437319E1
1.931058606E0,1.232101822E1,1.651072025E0,-7.947855949E0,1.475472612E1
1.933553377E0,1.238124657E1,2.040049076E0,-7.473964214E0,1.460538284E1
1.936048375E0,1.271874809E1,2.092361927E0,-7.613722801E0,1.497041437E1
1.938543175E0,1.310258102E1,2.133183002E0,-7.294037342E0,1.514698254E1
1.941037945E0,1.350883102E1,2.102460861E0,-7.161468506E0,1.543358314E1
1.943532943E0,1.399297619E1,1.800487995E0,-6.887062550E0,1.569957866E1
1.946027714E0,1.437563133E1,1.647413731E0,-6.628989220E0,1.591591173E1
1.948522558E0,1.466196728E1,1.451428890E0,-6.093793392E0,1.594409760E1
1.951017548E0,1.475969315E1,1.541585922E0,-5.572474480E0,1.585173494E1
1.953512319E0,1.474613953E1,1.568675518E0,-4.963436127E0,1.563793695E1
1.956007163E0,1.468703842E1,1.819844723E0,-4.352276802E0,1.542605736E1
1.958501935E0,1.459665871E1,1.900938988E0,-3.559291601E0,1.514412662E1
1.960996933E0,1.447829437E1,1.913059711E0,-2.736372948E0,1.485828194E1
1.963491791E0,1.439627266E1,2.014869213E0,-1.929417133E0,1.466407225E1
1.965986560E0,1.431739712E1,2.086113453E0,-1.203962803E0,1.451858313E1
1.968481558E0,1.407924461E1,2.148197651E0,-4.251718521E-1,1.424853161E1
1.970976329E0,1.403814602E1,2.071874380E0,2.623448372E-1,1.419264006E1
1.973471173E0,1.404418564E1,1.818108559E0,9.859509468E-1,1.419566019E1
1.975966177E0,1.408224869E1,1.569324970E0,1.640489578E0,1.426407077E1
1.978460949E0,1.411653614E1,1.447705507E0,2.181747437E0,1.435731401E1
1.980955793E0,1.412771893E1,1.243945599E0,2.766137600E0,1.444961452E1
1.983450564E0,1.415230846E1,1.171391726E0,3.297701836E0,1.457857438E1
1.985945562E0,1.413570595E1,1.149476528E0,3.829759598E0,1.469035525E1
1.988440406E0,1.405495262E1,1.067810774E0,4.340091228E0,1.474850179E1
1.990935175E0,1.398338985E1,1.015998602E0,4.780493259E0,1.481285120E1
1.993430173E0,1.386362934E1,1.034621000E0,5.129082203E0,1.481816937E1
1.995924945E0,1.371006584E1,9.658582211E-1,5.440452576E0,1.478165457E1
1.998419789E0,1.353045464E1,9.730982780E-1,5.680936813E0,1.470690878E1
2.000914798E0,1.330087471E1,9.212894440E-1,5.969184399E0,1.460798428E1
2.003409569E0,1.299919701E1,9.156162739E-1,6.083118916E0,1.438130077E1
2.005904413E0,1.267058754E1,9.257729053E-1,5.904433727E0,1.400939619E1
2.008399184E0,1.227938843E1,1.014618158E0,5.596895218E0,1.353285137E1
2.010894182E0,1.191467857E1,1.012944937E0,5.317320824E0,1.308661621E1
2.013389041E0,1.154392052E1,9.731342793E-1,5.047403812E0,1.263666793E1
2.015883810E0,1.122019196E1,8.204638958E-1,4.839739799E0,1.224699759E1
2.018378808E0,1.093763733E1,6.393377781E-1,4.621259689E0,1.189103462E1
2.020873579E0,1.070563793E1,4.808552265E-1,4.403476238E0,1.158587538E1
2.023368442E0,1.053966331E1,3.283054829E-1,4.193054199E0,1.134786283E1
2.025863442E0,1.033463192E1,1.777503490E-1,4.062451839E0,1.110584202E1
2.028358213E0,1.010407448E1,3.904819489E-2,4.014274120E0,1.087236141E1
2.030853058E0,9.889968872E0,-1.682503223E-1,4.007734299E0,1.067247519E1
2.033347829E0,9.666366577E0,-3.712024689E-1,4.050816059E0,1.048739934E1
2.035842822E0,9.486265182E0,-5.723726749E-1,4.082206726E0,1.034317405E1
2.038337670E0,9.263689041E0,-8.340768814E-1,4.173132420E0,1.019444226E1
2.040832439E0,9.050689697E0,-1.095076799E0,4.285182476E0,1.007357762E1
2.043327437E0,8.830423355E0,-1.358165979E0,4.541661263E0,1.002235893E1
2.045822209E0,8.623399734E0,-1.592029333E0,4.800871849E0,9.997297179E0
2.048317034E0,8.432228088E0,-1.860975146E0,5.115322113E0,1.003654419E1
2.050812034E0,8.230297089E0,-2.072840214E0,5.455540180E0,1.008946854E1
2.053306805E0,8.062857628E0,-2.309914589E0,5.821702957E0,1.020968187E1
2.055801649E0,7.834094524E0,-2.545722723E0,6.221773624E0,1.032299415E1
2.058296420E0,7.620047092E0,-2.785669804E0,6.681144714E0,1.051012696E1
2.060791437E0,7.368530273E0,-3.023414135E0,7.158017635E0,1.070857077E1
2.063286285E0,7.073664188E0,-3.272808075E0,7.658483505E0,1.092704751E1
2.065781055E0,6.709392071E0,-3.478604794E0,8.172266006E0,1.113115290E1
2.068276053E0,6.370470524E0,-3.708301544E0,8.666406631E0,1.137721402E1
2.070770824E0,5.984672070E0,-3.915471792E0,9.200107574E0,1.165286225E1
2.073265673E0,5.527506828E0,-4.055307388E0,9.704713821E0,1.188193251E1
2.075760673E0,5.097136021E0,-4.247823238E0,1.014373589E1,1.212106330E1
2.078255444E0,4.652111053E0,-4.356781960E0,1.055824852E1,1.233289496E1
2.080750289E0,4.195147514E0,-4.458549023E0,1.087357235E1,1.247848139E1
2.083245060E0,3.779031277E0,-4.603165627E0,1.114928818E1,1.264028631E1
2.085740058E0,3.317224026E0,-4.696062565E0,1.136566925E1,1.273716673E1
2.088234906E0,2.921841145E0,-4.863094807E0,1.151485729E1,1.283661892E1
2.090729675E0,2.479181290E0,-4.918869019E0,1.155697918E1,1.280255365E1
2.093224673E0,2.061711788E0,-5.044412613E0,1.157790184E1,1.279627153E1
2.095719439E0,1.574173450E0,-5.103058815E0,1.152701759E1,1.270399016E1
2.098214284E0,1.163957119E0,-5.247782707E0,1.141965294E1,1.262150913E1
2.100709284E0,7.824807167E-1,-5.382582664E0,1.132285404E1,1.256150850E1
2.103204055E0,3.549976349E-1,-5.425023556E0,1.119753838E1,1.244756079E1
2.105698899E0,7.865905762E-3,-5.560103416E0,1.102867222E1,1.235096850E1
2.108193665E0,-3.742918968E-1,-5.623123169E0,1.083302307E1,1.221122424E1
2.110688663E0,-7.076716423E-1,-5.795582294E0,1.063874245E1,1.213558462E1
2.113183511E0,-1.062618494E0,-5.860212803E0,1.041679001E1,1.199919857E1
2.115678281E0,-1.392530680E0,-5.926766872E0,1.016765499E1,1.185103014E1
2.118173317E0,-1.661498785E0,-6.118361473E0,9.921805382E0,1.177442769E1
2.120668088E0,-1.924441576E0,-6.266689777E0,9.666561127E0,1.167978083E1
2.123162932E0,-2.264846563E0,-6.319389343E0,9.402630806E0,1.155308087E1
2.125657932E0,-2.511897087E0,-6.471358299E0,9.180006027E0,1.150915357E1
2.128152703E0,-2.837935448E0,-6.471414566E0,8.915396690E0,1.137617608E1
2.130647614E0,-3.153638840E0,-6.491265297E0,8.643377304E0,1.126010365E1
2.133142386E0,-3.366263866E0,-6.660571575E0,8.374892235E0,1.121756507E1
2.135637155E0,-3.578283310E0,-6.842433929E0,8.108345032E0,1.119679743E1
2.138132230E0,-3.895998001E0,-6.846863747E0,7.795777321E0,1.108298189E1
2.140627001E0,-4.174227715E0,-6.842693329E0,7.495501995E0,1.097402293E1
2.143121999E0,-4.397454739E0,-6.986948013E0,7.218494892E0,1.096639044E1
2.145616770E0,-4.681412220E0,-6.979464054E0,6.898516655E0,1.087281338E1
2.148111614E0,-4.879519939E0,-7.087743282E0,6.621714115E0,1.085785050E1
2.150606386E0,-5.152969837E0,-7.023659706E0,6.288549900E0,1.074387052E1
2.153101384E0,-5.311223984E0,-7.123735428E0,5.975019932E0,1.070782750E1
2.155596165E0,-5.591132641E0,-7.049288750E0,5.649734974E0,1.062415838E1
2.158091009E0,-5.757394791E0,-7.083895683E0,5.405570984E0,1.060892881E1
2.160586009E0,-5.935451508E0,-7.114479542E0,5.102801323E0,1.057752263E1
2.163080857E0,-6.214801788E0,-6.993685246E0,4.750858307E0,1.049314296E1
2.165575627E0,-6.498661041E0,-6.850900173E0,4.358748436E0,1.040029406E1
2.168070630E0,-6.662621021E0,-6.865309238E0,4.005861282E0,1.037159170E1
2.170565401E0,-6.869296074E0,-6.735832214E0,3.577486515E0,1.026435940E1
2.173060245E0,-6.950676441E0,-6.745489120E0,3.197513103E0,1.019988316E1
2.175555016E0,-7.082965851E0,-6.617156982E0,2.759478569E0,1.007818901E1
2.178050014E0,-7.092500687E0,-6.633281708E0,2.378600121E0,9.998086354E0
2.180544847E0,-7.103116989E0,-6.474194050E0,1.903790951E0,9.797646633E0
2.183039617E0,-6.954938889E0,-6.402164936E0,1.419447422E0,9.558960288E0
2.185534615E0,-6.979975700E0,-6.273002625E0,1.014712811E0,9.439293660E0
2.188029463E0,-6.937450886E0,-6.275635242E0,6.867861748E-1,9.379951905E0
2.190524232E0,-7.004619122E0,-6.153823853E0,3.432641029E-1,9.330169735E0
2.193019235E0,-6.997484207E0,-6.193505287E0,7.722663879E-2,9.345065913E0
2.195514006E0,-6.984208584E0,-6.188452721E0,-1.718711853E-1,9.333041108E0
2.198008850E0,-7.076056480E0,-6.094152927E0,-4.908928871E-1,9.351483895E0
2.200503850E0,-7.129720688E0,-5.986257553E0,-7.917346954E-1,9.343181493E0
2.202998622E0,-7.114068031E0,-6.002670288E0,-9.926395416E-1,9.360948018E0
2.205493466E0,-7.186497688E0,-5.908300400E0,-1.243020535E0,9.386099439E0
2.207988237E0,-7.181490421E0,-5.915137768E0,-1.434116364E0,9.413785064E0
2.210483006E0,-7.232490540E0,-5.850415707E0,-1.665409565E0,9.450390064E0
2.212978081E0,-7.173223495E0,-5.879401684E0,-1.842439175E0,9.456060574E0
2.215472837E0,-7.209223747E0,-5.827351570E0,-2.034439087E0,9.490515042E0
2.217967835E0,-7.204444885E0,-5.836336613E0,-2.205325127E0,9.530493695E0
2.220462607E0,-7.266549110E0,-5.758349895E0,-2.388304710E0,9.574201214E0
2.222957451E0,-7.260956764E0,-5.780424595E0,-2.489446163E0,9.608961642E0
2.225452222E0,-7.291755676E0,-5.725967884E0,-2.664634705E0,9.646589406E0
2.227947225E0,-7.280258179E0,-5.771140575E0,-2.797871113E0,9.702386585E0
2.230442073E0,-7.268034935E0,-5.787226677E0,-2.911767006E0,9.736257573E0
2.232936842E0,-7.318568230E0,-5.733303070E0,-3.108245850E0,9.802723973E0
2.235431840E0,-7.358365059E0,-5.663496494E0,-3.273617744E0,9.845674279E0
2.237926612E0,-7.311250687E0,-5.678776264E0,-3.389478922E0,9.858572606E0
2.240421466E0,-7.316764832E0,-5.623198509E0,-3.565349579E0,9.892781545E0
2.242916466E0,-7.245174408E0,-5.636525154E0,-3.701844931E0,9.897809046E0
2.245411237E0,-7.218400955E0,-5.600242615E0,-3.900352716E0,9.933820061E0
2.247906081E0,-7.117426872E0,-5.655412674E0,-4.081602573E0,9.964985568E0
2.250400852E0,-7.036669731E0,-5.617376328E0,-4.312503338E0,9.983352280E0
2.252895850E0,-6.926175594E0,-5.665237427E0,-4.509202957E0,1.001996681E1
2.255390699E0,-6.801495552E0,-5.653274536E0,-4.736755848E0,1.003278180E1
2.257885468E0,-6.676071167E0,-5.673472404E0,-4.917418003E0,1.004685101E1
2.260380466E0,-6.556998253E0,-5.608652115E0,-5.156723022E0,1.005201457E1
2.262875241E0,-6.420196533E0,-5.630851746E0,-5.337286472E0,1.007035460E1
2.265370085E0,-6.263564587E0,-5.589923859E0,-5.557519913E0,1.006804438E1
2.267865085E0,-6.130807400E0,-5.594680786E0,-5.675559044E0,1.005481093E1
2.270359857E0,-5.983676910E0,-5.541920662E0,-5.869591713E0,1.004835215E1
2.272854626E0,-5.793703556E0,-5.559807777E0,-6.050969601E0,1.005448639E1
2.275349485E0,-5.579882622E0,-5.475995064E0,-6.242969513E0,1.000481286E1
2.277844485E0,-5.358807087E0,-5.457032681E0,-6.377020836E0,9.958032628E0
2.280339333E0,-5.114206314E0,-5.392104149E0,-6.589972973E0,9.932655091E0
2.282834102E0,-4.909883499E0,-5.355392933E0,-6.759153366E0,9.923373603E0
2.285329100E0,-4.680833817E0,-5.264342785E0,-6.955203056E0,9.899412090E0
2.287823872E0,-4.462883472E0,-5.169392586E0,-7.109103203E0,9.857956023E0
2.290318716E0,-4.265622139E0,-5.092345715E0,-7.243051529E0,9.827986190E0
2.292813487E0,-4.099424839E0,-4.985379219E0,-7.309505939E0,9.751316170E0
2.295308485E0,-3.895187855E0,-4.882498741E0,-7.404333115E0,9.686869012E0
2.297803256E0,-3.747274876E0,-4.803712845E0,-7.485497952E0,9.651445781E0
2.300298120E0,-3.613116264E0,-4.683897018E0,-7.547452450E0,9.589449353E0
2.302793120E0,-3.541407108E0,-4.561209679E0,-7.595143318E0,9.541090088E0
2.305287969E0,-3.464242935E0,-4.424482346E0,-7.636058807E0,9.480844754E0
2.307782738E0,-3.427262783E0,-4.315322876E0,-7.630044937E0,9.411999121E0
2.310277736E0,-3.357137203E0,-4.164536476E0,-7.641820431E0,9.327976938E0
2.312772497E0,-3.285977840E0,-4.015862465E0,-7.650746346E0,9.244388641E0
2.315267341E0,-3.196579456E0,-3.857667208E0,-7.656975269E0,9.150354462E0
2.317762112E0,-3.012315273E0,-3.728111982E0,-7.738713264E0,9.102776788E0
2.320257110E0,-2.782171488E0,-3.604438543E0,-7.853408813E0,9.077911951E0
2.322751954E0,-2.542737722E0,-3.541166544E0,-7.962555408E0,9.077866724E0
2.325246723E0,-2.204532862E0,-3.483682394E0,-8.091135025E0,9.080885097E0
2.327741721E0,-1.875520110E0,-3.401485443E0,-8.250888824E0,9.119476153E0
2.330236492E0,-1.460649133E0,-3.339907885E0,-8.413216591E0,9.169007251E0
2.332731336E0,-1.099671245E0,-3.211795807E0,-8.607547760E0,9.252825925E0
2.335226102E0,-7.393833399E-1,-3.058104515E0,-8.774591446E0,9.321595678E0
2.337721100E0,-3.038275242E-1,-2.901200771E0,-8.953306198E0,9.416526374E0
2.340215872E0,9.241175652E-2,-2.744650841E0,-9.169490814E0,9.571896884E0
2.342710947E0,3.927209377E-1,-2.577092648E0,-9.391464233E0,9.746549989E0
2.345205718E0,7.428972721E-1,-2.445628643E0,-9.603123665E0,9.937453393E0
2.347700545E0,9.856812954E-1,-2.280982018E0,-9.827883720E0,1.013714679E1
2.350195314E0,1.314679623E0,-2.165498257E0,-1.006256485E1,1.037655899E1
2.352690083E0,1.547295809E0,-1.990569592E0,-1.026742172E1,1.057243777E1
2.355185081E0,1.862740755E0,-1.844185352E0,-1.044927597E1,1.077303073E1
2.357679930E0,2.073189735E0,-1.676553726E0,-1.064322090E1,1.097210551E1
2.360174709E0,2.380666494E0,-1.564160824E0,-1.076242828E1,1.113301552E1
2.362669707E0,2.567718983E0,-1.388951302E0,-1.087579536E1,1.126078555E1
2.365164478E0,2.877012730E0,-1.293839931E0,-1.093568897E1,1.138158677E1
2.367659553E0,3.082468748E0,-1.179450989E0,-1.094363499E1,1.143047965E1
2.370154324E0,3.288526535E0,-1.219080925E0,-1.071876526E1,1.127796496E1
2.372649108E0,3.545751333E0,-1.054636478E0,-1.064000702E1,1.126473968E1
2.375143952E0,3.959966421E0,-9.934258461E-1,-1.052392197E1,1.128809827E1
2.377638723E0,4.280944824E0,-8.544640541E-1,-1.042736053E1,1.130426668E1
2.380133721E0,4.772027969E0,-8.323140144E-1,-1.031024551E1,1.139149508E1
2.382628550E0,5.164935112E0,-7.018189430E-1,-1.025459290E1,1.150329431E1
2.385123319E0,5.782935143E0,-7.037692070E-1,-1.021454334E1,1.175901891E1
2.387618317E0,6.303244591E0,-6.148362160E-1,-1.020754814E1,1.201261649E1
2.390113089E0,7.043615818E0,-6.969671249E-1,-1.014995766E1,1.237416371E1
2.392607933E0,7.656911850E0,-5.843791962E-1,-1.015612984E1,1.273250845E1
2.395102947E0,8.445854187E0,-6.406126022E-1,-1.010042191E1,1.318185723E1
2.397597718E0,9.135927200E0,-5.478458405E-1,-1.002077675E1,1.357133993E1
2.400092562E0,1.003179741E1,-5.962929726E-1,-9.872895241E0,1.408781690E1
2.402587562E0,1.082213402E1,-5.007371902E-1,-9.745583534E0,1.457208705E1
2.405082333E0,1.163613796E1,-3.565068245E-1,-9.598628044E0,1.508842153E1
2.407577178E0,1.254478455E1,-3.534593582E-1,-9.327247620E0,1.563630714E1
2.410071949E0,1.331032181E1,-1.812210083E-1,-9.099711418E0,1.612458544E1
2.412566947E0,1.411688232E1,-1.600813866E-1,-8.746006012E0,1.660736625E1
2.415061718E0,1.474415779E1,9.472370148E-3,-8.424327850E0,1.698115362E1
2.417556538E0,1.536527252E1,1.865053177E-2,-7.963202953E0,1.730619972E1
